sample_source,sample_type,sample_id,image_height,image_width,image_aspect_ratio
train,forged,35374,2592,3888,1.5
train,forged,35378,512,512,1.0
train,forged,35385,152,1305,8.585526315789474
train,forged,35390,1200,1600,1.3333333333333333
train,forged,35412,256,256,1.0
train,forged,35467,1024,1024,1.0
train,forged,35471,1200,1600,1.3333333333333333
train,forged,35522,1912,2568,1.3430962343096233
train,forged,35559,1200,1600,1.3333333333333333
train,forged,35570,69,517,7.492753623188406
train,forged,35578,564,179,0.3173758865248227
train,forged,35586,512,640,1.25
train,forged,35610,766,570,0.7441253263707572
train,forged,35616,512,512,1.0
train,forged,35628,1200,1600,1.3333333333333333
train,forged,35670,256,320,1.25
train,forged,35715,512,512,1.0
train,forged,35717,1912,2568,1.3430962343096233
train,forged,35719,666,1000,1.5015015015015014
train,forged,35723,924,171,0.18506493506493507
train,forged,3574,256,320,1.25
train,forged,35744,666,1000,1.5015015015015014
train,forged,35763,666,1000,1.5015015015015014
train,forged,35781,666,1000,1.5015015015015014
train,forged,35814,666,1000,1.5015015015015014
train,forged,35827,520,696,1.3384615384615384
train,forged,35829,360,360,1.0
train,forged,35849,177,712,4.022598870056497
train,forged,35850,297,204,0.6868686868686869
train,forged,35861,528,512,0.9696969696969697
train,forged,35871,256,256,1.0
train,forged,35885,256,320,1.25
train,forged,35933,3888,2592,0.6666666666666666
train,forged,35950,666,1000,1.5015015015015014
train,forged,3598,243,1138,4.683127572016461
train,forged,360,256,320,1.25
train,forged,36010,256,320,1.25
train,forged,36035,256,256,1.0
train,forged,3606,666,1000,1.5015015015015014
train,forged,36106,133,609,4.578947368421052
train,forged,36175,1200,1600,1.3333333333333333
train,forged,36181,256,256,1.0
train,forged,36190,512,512,1.0
train,forged,36223,117,565,4.829059829059829
train,forged,36245,666,1000,1.5015015015015014
train,forged,36292,360,360,1.0
train,forged,36295,666,1000,1.5015015015015014
train,forged,3632,1200,1600,1.3333333333333333
train,forged,36323,1200,1600,1.3333333333333333
train,forged,36343,512,593,1.158203125
train,forged,36371,666,1000,1.5015015015015014
train,forged,36390,520,696,1.3384615384615384
train,forged,36412,535,711,1.3289719626168224
train,forged,36413,113,698,6.176991150442478
train,forged,36423,512,620,1.2109375
train,forged,36434,1200,1600,1.3333333333333333
train,forged,36453,256,256,1.0
train,forged,36460,666,1000,1.5015015015015014
train,forged,36511,1912,2568,1.3430962343096233
train,forged,36553,666,1000,1.5015015015015014
train,forged,36580,512,512,1.0
train,forged,36597,520,696,1.3384615384615384
train,forged,3662,256,256,1.0
train,forged,36640,611,521,0.8527004909983633
train,forged,36648,666,1000,1.5015015015015014
train,forged,36705,360,360,1.0
train,forged,36707,1912,2568,1.3430962343096233
train,forged,3671,666,1000,1.5015015015015014
train,forged,36715,256,320,1.25
train,forged,3672,1024,1280,1.25
train,forged,36724,666,1000,1.5015015015015014
train,forged,36746,141,1009,7.156028368794326
train,forged,3678,536,512,0.9552238805970149
train,forged,36794,520,696,1.3384615384615384
train,forged,36840,360,360,1.0
train,forged,36945,512,512,1.0
train,forged,36949,360,360,1.0
train,forged,36968,2592,3888,1.5
train,forged,36986,1105,1105,1.0
train,forged,3704,666,1000,1.5015015015015014
train,forged,37050,520,696,1.3384615384615384
train,forged,37076,256,256,1.0
train,forged,37084,666,1000,1.5015015015015014
train,forged,37135,520,696,1.3384615384615384
train,forged,3714,666,1000,1.5015015015015014
train,forged,37143,131,546,4.1679389312977095
train,forged,37149,1024,1280,1.25
train,forged,37164,1200,1600,1.3333333333333333
train,forged,3719,256,256,1.0
train,forged,37195,512,544,1.0625
train,forged,37253,1200,1600,1.3333333333333333
train,forged,37280,520,696,1.3384615384615384
train,forged,37321,1024,1024,1.0
train,forged,37348,706,859,1.2167138810198301
train,forged,37361,512,512,1.0
train,forged,37364,1912,2568,1.3430962343096233
train,forged,37400,520,696,1.3384615384615384
train,forged,37401,1200,1600,1.3333333333333333
train,forged,37421,512,731,1.427734375
train,forged,37423,666,1000,1.5015015015015014
train,forged,37424,666,1000,1.5015015015015014
train,forged,37448,666,1000,1.5015015015015014
train,forged,37451,1200,1600,1.3333333333333333
train,forged,37476,1918,1109,0.578206465067779
train,forged,37495,512,615,1.201171875
train,forged,37504,256,256,1.0
train,forged,3751,256,256,1.0
train,forged,37528,256,320,1.25
train,forged,37553,1200,1600,1.3333333333333333
train,forged,37556,256,256,1.0
train,forged,37583,666,1000,1.5015015015015014
train,forged,37586,1087,1022,0.9402023919043239
train,forged,37605,256,256,1.0
train,forged,37639,3888,2592,0.6666666666666666
train,forged,377,696,767,1.1020114942528736
train,forged,37708,589,512,0.8692699490662139
train,forged,37735,2592,3888,1.5
train,forged,37768,512,772,1.5078125
train,forged,37783,251,483,1.9243027888446216
train,forged,37802,1024,1024,1.0
train,forged,37816,121,963,7.958677685950414
train,forged,37817,447,373,0.8344519015659956
train,forged,37827,419,1539,3.6730310262529833
train,forged,37830,256,256,1.0
train,forged,3785,501,98,0.19560878243512975
train,forged,37855,515,512,0.9941747572815534
train,forged,37856,264,241,0.9128787878787878
train,forged,37857,119,761,6.394957983193278
train,forged,37880,246,226,0.9186991869918699
train,forged,37894,1200,1600,1.3333333333333333
train,forged,37902,360,360,1.0
train,forged,37903,256,320,1.25
train,forged,37909,512,640,1.25
train,forged,37912,118,843,7.1440677966101696
train,forged,37921,638,686,1.0752351097178683
train,forged,37934,256,256,1.0
train,forged,37942,666,1000,1.5015015015015014
train,forged,3795,256,320,1.25
train,forged,37966,360,360,1.0
train,forged,37975,81,726,8.962962962962964
train,forged,37980,68,391,5.75
train,forged,38034,475,469,0.9873684210526316
train,forged,38038,102,986,9.666666666666666
train,forged,38055,520,696,1.3384615384615384
train,forged,3811,666,1000,1.5015015015015014
train,forged,38129,520,696,1.3384615384615384
train,forged,38136,1912,2568,1.3430962343096233
train,forged,38160,264,1267,4.799242424242424
train,forged,38205,256,256,1.0
train,forged,38228,1912,2568,1.3430962343096233
train,forged,3824,134,1398,10.432835820895523
train,forged,38256,520,696,1.3384615384615384
train,forged,3826,512,648,1.265625
train,forged,38283,3888,2592,0.6666666666666666
train,forged,38285,666,1000,1.5015015015015014
train,forged,38292,256,256,1.0
train,forged,38294,939,1049,1.1171458998935038
train,forged,38339,256,256,1.0
train,forged,38396,666,1000,1.5015015015015014
train,forged,384,1200,1600,1.3333333333333333
train,forged,38409,520,696,1.3384615384615384
train,forged,38440,256,320,1.25
train,forged,38456,1200,1600,1.3333333333333333
train,forged,38471,256,256,1.0
train,forged,38481,79,482,6.10126582278481
train,forged,38484,1912,2568,1.3430962343096233
train,forged,38486,1200,1600,1.3333333333333333
train,forged,38495,145,1544,10.648275862068965
train,forged,38500,256,256,1.0
train,forged,38521,520,696,1.3384615384615384
train,forged,38534,666,1000,1.5015015015015014
train,forged,38548,1024,1280,1.25
train,forged,38567,666,1000,1.5015015015015014
train,forged,38582,256,256,1.0
train,forged,38613,256,256,1.0
train,forged,38625,256,256,1.0
train,forged,38633,1200,1600,1.3333333333333333
train,forged,38660,520,696,1.3384615384615384
train,forged,38667,360,360,1.0
train,forged,38679,666,1000,1.5015015015015014
train,forged,38698,1200,1600,1.3333333333333333
train,forged,38699,256,256,1.0
train,forged,38780,1024,1024,1.0
train,forged,3880,666,1000,1.5015015015015014
train,forged,38800,1200,1600,1.3333333333333333
train,forged,38842,360,360,1.0
train,forged,38913,666,1000,1.5015015015015014
train,forged,38945,256,256,1.0
train,forged,3895,516,512,0.9922480620155039
train,forged,38953,511,506,0.9902152641878669
train,forged,38979,666,1000,1.5015015015015014
train,forged,38996,512,650,1.26953125
train,forged,39007,1200,1600,1.3333333333333333
train,forged,39015,256,256,1.0
train,forged,39078,360,360,1.0
train,forged,39097,83,666,8.024096385542169
train,forged,39099,256,256,1.0
train,forged,39113,666,1000,1.5015015015015014
train,forged,39156,187,1676,8.962566844919786
train,forged,39162,512,669,1.306640625
train,forged,39245,666,1000,1.5015015015015014
train,forged,39299,103,691,6.70873786407767
train,forged,3933,1024,1024,1.0
train,forged,39338,1200,1600,1.3333333333333333
train,forged,3934,256,256,1.0
train,forged,39341,81,418,5.160493827160494
train,forged,39366,512,732,1.4296875
train,forged,39385,1200,1600,1.3333333333333333
train,forged,39388,127,719,5.661417322834645
train,forged,39397,512,699,1.365234375
train,forged,39486,1024,1024,1.0
train,forged,39549,512,512,1.0
train,forged,39573,360,360,1.0
train,forged,39579,666,1000,1.5015015015015014
train,forged,3958,311,341,1.0964630225080385
train,forged,39620,666,1000,1.5015015015015014
train,forged,39625,256,256,1.0
train,forged,39637,3888,2592,0.6666666666666666
train,forged,39638,256,256,1.0
train,forged,39702,256,320,1.25
train,forged,39719,118,568,4.813559322033898
train,forged,39728,1024,1280,1.25
train,forged,39737,666,1000,1.5015015015015014
train,forged,39740,106,466,4.39622641509434
train,forged,39795,666,1000,1.5015015015015014
train,forged,39831,3888,2592,0.6666666666666666
train,forged,39875,159,137,0.8616352201257862
train,forged,39903,256,320,1.25
train,forged,3991,586,460,0.7849829351535836
train,forged,39917,2592,3888,1.5
train,forged,39921,1200,1600,1.3333333333333333
train,forged,39944,328,1022,3.1158536585365852
train,forged,40000,256,256,1.0
train,forged,40009,1200,1600,1.3333333333333333
train,forged,40017,512,572,1.1171875
train,forged,40022,666,1000,1.5015015015015014
train,forged,40033,3888,2592,0.6666666666666666
train,forged,40072,1200,1600,1.3333333333333333
train,forged,4011,1200,1600,1.3333333333333333
train,forged,40191,256,320,1.25
train,forged,40215,1200,1600,1.3333333333333333
train,forged,4022,256,320,1.25
train,forged,40250,1200,1600,1.3333333333333333
train,forged,40276,108,715,6.62037037037037
train,forged,40279,1200,1600,1.3333333333333333
train,forged,4028,256,256,1.0
train,forged,40298,658,545,0.8282674772036475
train,forged,403,666,1000,1.5015015015015014
train,forged,40303,520,696,1.3384615384615384
train,forged,40315,560,600,1.0714285714285714
train,forged,40325,256,320,1.25
train,forged,40349,256,256,1.0
train,forged,40351,206,715,3.470873786407767
train,forged,40354,105,541,5.152380952380953
train,forged,40364,2592,3888,1.5
train,forged,40372,1912,2568,1.3430962343096233
train,forged,40373,183,979,5.3497267759562845
train,forged,40398,783,915,1.1685823754789273
train,forged,40411,256,320,1.25
train,forged,4042,254,600,2.3622047244094486
train,forged,40442,256,256,1.0
train,forged,4045,256,256,1.0
train,forged,40450,512,526,1.02734375
train,forged,40478,256,256,1.0
train,forged,40491,260,347,1.3346153846153845
train,forged,40494,256,320,1.25
train,forged,40519,256,256,1.0
train,forged,40532,666,1000,1.5015015015015014
train,forged,40559,666,1000,1.5015015015015014
train,forged,4057,1912,2568,1.3430962343096233
train,forged,40580,360,360,1.0
train,forged,40582,1024,1024,1.0
train,forged,40656,256,256,1.0
train,forged,40678,256,256,1.0
train,forged,40684,169,526,3.1124260355029585
train,forged,40718,520,696,1.3384615384615384
train,forged,40728,1200,1600,1.3333333333333333
train,forged,40732,694,824,1.1873198847262247
train,forged,40782,123,370,3.008130081300813
train,forged,40803,666,1000,1.5015015015015014
train,forged,40823,666,1000,1.5015015015015014
train,forged,40828,666,1000,1.5015015015015014
train,forged,40834,256,256,1.0
train,forged,40835,1912,2568,1.3430962343096233
train,forged,40859,1200,1600,1.3333333333333333
train,forged,4087,1731,1772,1.02368573079145
train,forged,40919,2592,3888,1.5
train,forged,40934,1200,1600,1.3333333333333333
train,forged,40938,256,256,1.0
train,forged,40949,512,650,1.26953125
train,forged,40960,256,256,1.0
train,forged,40974,1024,1024,1.0
train,forged,40994,512,514,1.00390625
train,forged,41001,512,512,1.0
train,forged,41011,360,360,1.0
train,forged,41017,520,696,1.3384615384615384
train,forged,41024,3888,2592,0.6666666666666666
train,forged,41037,442,204,0.46153846153846156
train,forged,41043,666,1000,1.5015015015015014
train,forged,41073,360,360,1.0
train,forged,41079,1024,1024,1.0
train,forged,41080,2592,3888,1.5
train,forged,41081,909,312,0.3432343234323432
train,forged,41090,666,1000,1.5015015015015014
train,forged,41125,666,1000,1.5015015015015014
train,forged,41142,1912,2568,1.3430962343096233
train,forged,41171,131,1265,9.65648854961832
train,forged,41172,1024,1024,1.0
train,forged,41201,160,543,3.39375
train,forged,41227,1200,1600,1.3333333333333333
train,forged,41229,256,256,1.0
train,forged,41255,1024,1024,1.0
train,forged,41284,220,259,1.1772727272727272
train,forged,4129,512,629,1.228515625
train,forged,41295,666,1000,1.5015015015015014
train,forged,41322,1912,2568,1.3430962343096233
train,forged,414,222,368,1.6576576576576576
train,forged,41406,493,545,1.105476673427992
train,forged,41462,1200,1600,1.3333333333333333
train,forged,41484,256,256,1.0
train,forged,41499,3888,2592,0.6666666666666666
train,forged,41517,666,1000,1.5015015015015014
train,forged,41553,1912,2568,1.3430962343096233
train,forged,41565,1912,2568,1.3430962343096233
train,forged,41583,512,640,1.25
train,forged,41585,360,360,1.0
train,forged,41600,512,779,1.521484375
train,forged,41618,360,360,1.0
train,forged,41625,256,256,1.0
train,forged,41629,256,256,1.0
train,forged,41696,666,1000,1.5015015015015014
train,forged,41697,1912,2568,1.3430962343096233
train,forged,41702,256,320,1.25
train,forged,41719,520,696,1.3384615384615384
train,forged,41726,360,360,1.0
train,forged,41816,3888,2592,0.6666666666666666
train,forged,41822,1912,2568,1.3430962343096233
train,forged,41830,3888,2592,0.6666666666666666
train,forged,41852,65,391,6.015384615384615
train,forged,41879,210,1193,5.680952380952381
train,forged,41886,2592,3888,1.5
train,forged,41895,1200,1600,1.3333333333333333
train,forged,41926,114,731,6.412280701754386
train,forged,41930,669,309,0.4618834080717489
train,forged,420,256,256,1.0
train,forged,42034,324,1878,5.796296296296297
train,forged,42035,2592,3888,1.5
train,forged,42039,512,512,1.0
train,forged,42083,1200,1600,1.3333333333333333
train,forged,42097,666,1000,1.5015015015015014
train,forged,42118,256,256,1.0
train,forged,42121,1200,1600,1.3333333333333333
train,forged,42187,108,715,6.62037037037037
train,forged,422,520,696,1.3384615384615384
train,forged,42203,125,518,4.144
train,forged,4221,1225,1599,1.3053061224489797
train,forged,4222,513,512,0.9980506822612085
train,forged,42246,512,555,1.083984375
train,forged,42266,256,256,1.0
train,forged,42268,123,570,4.634146341463414
train,forged,42287,256,256,1.0
train,forged,42289,215,816,3.7953488372093025
train,forged,42305,520,696,1.3384615384615384
train,forged,42308,512,598,1.16796875
train,forged,42333,479,923,1.9269311064718162
train,forged,42340,512,779,1.521484375
train,forged,42385,107,1411,13.186915887850468
train,forged,42391,479,923,1.9269311064718162
train,forged,42419,360,360,1.0
train,forged,42427,1200,1600,1.3333333333333333
train,forged,42443,1200,1600,1.3333333333333333
train,forged,42461,95,620,6.526315789473684
train,forged,42498,512,517,1.009765625
train,forged,42512,512,512,1.0
train,forged,42528,256,256,1.0
train,forged,42630,256,256,1.0
train,forged,42632,666,1000,1.5015015015015014
train,forged,42641,360,360,1.0
train,forged,42698,125,1267,10.136
train,forged,427,94,366,3.893617021276596
train,forged,42735,1200,1600,1.3333333333333333
train,forged,42742,256,256,1.0
train,forged,42757,512,512,1.0
train,forged,42776,375,364,0.9706666666666667
train,forged,42801,97,620,6.391752577319588
train,forged,42827,666,1000,1.5015015015015014
train,forged,42832,1001,124,0.12387612387612387
train,forged,42834,763,756,0.9908256880733946
train,forged,42886,158,899,5.689873417721519
train,forged,42916,666,1000,1.5015015015015014
train,forged,42983,666,1000,1.5015015015015014
train,forged,43085,647,1355,2.0942812982998453
train,forged,43093,666,1000,1.5015015015015014
train,forged,43106,1024,1280,1.25
train,forged,43120,1005,431,0.42885572139303485
train,forged,43128,666,1000,1.5015015015015014
train,forged,43142,360,360,1.0
train,forged,43161,512,535,1.044921875
train,forged,43168,256,256,1.0
train,forged,4318,256,256,1.0
train,forged,43193,256,256,1.0
train,forged,4321,357,981,2.7478991596638656
train,forged,43222,360,360,1.0
train,forged,4326,360,360,1.0
train,forged,43269,512,514,1.00390625
train,forged,43270,666,1000,1.5015015015015014
train,forged,43285,64,814,12.71875
train,forged,43300,512,558,1.08984375
train,forged,43301,91,593,6.516483516483516
train,forged,43324,666,1000,1.5015015015015014
train,forged,43340,256,256,1.0
train,forged,43368,256,320,1.25
train,forged,43391,256,320,1.25
train,forged,43459,256,320,1.25
train,forged,43582,512,730,1.42578125
train,forged,43589,666,1000,1.5015015015015014
train,forged,43610,1200,1600,1.3333333333333333
train,forged,43623,1200,1600,1.3333333333333333
train,forged,43659,185,943,5.097297297297297
train,forged,43660,666,1000,1.5015015015015014
train,forged,43703,573,355,0.6195462478184991
train,forged,4371,379,506,1.3350923482849604
train,forged,43712,1912,2568,1.3430962343096233
train,forged,43726,512,512,1.0
train,forged,43760,512,779,1.521484375
train,forged,43787,1024,1280,1.25
train,forged,43810,1200,1600,1.3333333333333333
train,forged,43831,666,1000,1.5015015015015014
train,forged,43839,1200,1600,1.3333333333333333
train,forged,43850,520,696,1.3384615384615384
train,forged,43877,520,696,1.3384615384615384
train,forged,43915,256,320,1.25
train,forged,43955,256,320,1.25
train,forged,43986,2592,3888,1.5
train,forged,43994,666,1000,1.5015015015015014
train,forged,44000,256,320,1.25
train,forged,44020,256,320,1.25
train,forged,44040,1200,1600,1.3333333333333333
train,forged,44074,256,256,1.0
train,forged,44122,360,360,1.0
train,forged,44157,1087,878,0.8077276908923643
train,forged,44171,361,448,1.2409972299168974
train,forged,44187,447,795,1.778523489932886
train,forged,44208,158,630,3.9873417721518987
train,forged,44212,2592,3888,1.5
train,forged,44231,310,610,1.967741935483871
train,forged,44236,143,883,6.174825174825175
train,forged,44267,110,884,8.036363636363637
train,forged,44291,1024,1024,1.0
train,forged,44298,1200,1600,1.3333333333333333
train,forged,44309,1200,1600,1.3333333333333333
train,forged,44311,1200,1600,1.3333333333333333
train,forged,44347,666,1000,1.5015015015015014
train,forged,44387,179,2415,13.491620111731844
train,forged,44399,85,483,5.682352941176471
train,forged,44408,256,320,1.25
train,forged,44409,1200,1600,1.3333333333333333
train,forged,44420,256,320,1.25
train,forged,44426,137,847,6.182481751824818
train,forged,44475,256,256,1.0
train,forged,44554,96,556,5.791666666666667
train,forged,44555,311,706,2.270096463022508
train,forged,44575,3888,2592,0.6666666666666666
train,forged,4460,1200,1600,1.3333333333333333
train,forged,44600,256,256,1.0
train,forged,44606,256,256,1.0
train,forged,44622,167,538,3.2215568862275448
train,forged,44640,112,401,3.580357142857143
train,forged,44648,1200,1600,1.3333333333333333
train,forged,44652,512,512,1.0
train,forged,44656,256,256,1.0
train,forged,44666,137,502,3.664233576642336
train,forged,44701,666,1000,1.5015015015015014
train,forged,44749,1912,2568,1.3430962343096233
train,forged,44750,902,1220,1.352549889135255
train,forged,44751,3888,2592,0.6666666666666666
train,forged,44778,76,393,5.171052631578948
train,forged,44800,256,256,1.0
train,forged,4481,165,1399,8.478787878787879
train,forged,44821,1024,1280,1.25
train,forged,44825,512,633,1.236328125
train,forged,44829,279,516,1.8494623655913978
train,forged,44838,512,592,1.15625
train,forged,4490,1200,1600,1.3333333333333333
train,forged,44928,256,256,1.0
train,forged,44940,1200,1600,1.3333333333333333
train,forged,45004,256,256,1.0
train,forged,45025,512,512,1.0
train,forged,45030,512,687,1.341796875
train,forged,4508,1912,2568,1.3430962343096233
train,forged,45124,256,320,1.25
train,forged,45133,256,256,1.0
train,forged,45139,666,1000,1.5015015015015014
train,forged,45151,117,558,4.769230769230769
train,forged,45152,360,360,1.0
train,forged,45180,1024,1024,1.0
train,forged,45182,2592,3888,1.5
train,forged,45202,171,136,0.7953216374269005
train,forged,45218,69,517,7.492753623188406
train,forged,45269,1200,1600,1.3333333333333333
train,forged,45287,520,696,1.3384615384615384
train,forged,45310,1200,1600,1.3333333333333333
train,forged,45315,666,1000,1.5015015015015014
train,forged,45345,520,696,1.3384615384615384
train,forged,45376,1200,1600,1.3333333333333333
train,forged,45377,520,696,1.3384615384615384
train,forged,45381,512,512,1.0
train,forged,45400,1200,1600,1.3333333333333333
train,forged,45485,512,512,1.0
train,forged,45496,531,258,0.4858757062146893
train,forged,45522,106,460,4.339622641509434
train,forged,45536,512,580,1.1328125
train,forged,45552,1153,1307,1.1335646140503035
train,forged,4556,256,256,1.0
train,forged,45563,85,517,6.08235294117647
train,forged,45602,512,664,1.296875
train,forged,45620,212,1282,6.047169811320755
train,forged,45686,132,437,3.3106060606060606
train,forged,45710,907,242,0.26681367144432194
train,forged,45712,256,256,1.0
train,forged,45720,482,585,1.2136929460580912
train,forged,45767,204,858,4.205882352941177
train,forged,45784,256,256,1.0
train,forged,45821,256,256,1.0
train,forged,45838,1200,1600,1.3333333333333333
train,forged,45866,73,565,7.739726027397261
train,forged,45878,512,768,1.5
train,forged,45889,137,1170,8.540145985401459
train,forged,45911,132,166,1.2575757575757576
train,forged,45913,256,256,1.0
train,forged,4592,512,612,1.1953125
train,forged,45958,1136,1445,1.2720070422535212
train,forged,46006,233,1042,4.472103004291846
train,forged,46083,360,360,1.0
train,forged,4609,520,696,1.3384615384615384
train,forged,46098,80,465,5.8125
train,forged,46106,512,512,1.0
train,forged,46109,192,527,2.7447916666666665
train,forged,46171,65,440,6.769230769230769
train,forged,46175,512,741,1.447265625
train,forged,46202,1912,2568,1.3430962343096233
train,forged,46206,951,917,0.964248159831756
train,forged,46212,256,256,1.0
train,forged,46226,666,1000,1.5015015015015014
train,forged,46243,74,534,7.216216216216216
train,forged,46305,520,696,1.3384615384615384
train,forged,46309,75,1067,14.226666666666667
train,forged,46310,717,918,1.2803347280334727
train,forged,46312,1024,1024,1.0
train,forged,4634,256,256,1.0
train,forged,46356,211,1189,5.6350710900473935
train,forged,46366,528,512,0.9696969696969697
train,forged,46425,1200,1600,1.3333333333333333
train,forged,46444,347,336,0.968299711815562
train,forged,46473,1200,1600,1.3333333333333333
train,forged,4650,170,579,3.4058823529411764
train,forged,46500,968,637,0.6580578512396694
train,forged,46511,666,1000,1.5015015015015014
train,forged,46547,1024,1024,1.0
train,forged,46568,83,564,6.795180722891566
train,forged,46577,512,754,1.47265625
train,forged,46698,70,371,5.3
train,forged,46733,512,512,1.0
train,forged,46735,177,93,0.5254237288135594
train,forged,46754,2592,3888,1.5
train,forged,46819,256,256,1.0
train,forged,46836,666,1000,1.5015015015015014
train,forged,46849,1912,2568,1.3430962343096233
train,forged,46885,1200,1600,1.3333333333333333
train,forged,46887,512,512,1.0
train,forged,46898,512,512,1.0
train,forged,46907,512,512,1.0
train,forged,46910,103,484,4.699029126213592
train,forged,46927,100,742,7.42
train,forged,46933,666,1000,1.5015015015015014
train,forged,46935,256,320,1.25
train,forged,46969,512,701,1.369140625
train,forged,46974,1200,1600,1.3333333333333333
train,forged,46979,256,256,1.0
train,forged,47003,666,1000,1.5015015015015014
train,forged,47017,66,319,4.833333333333333
train,forged,47030,512,777,1.517578125
train,forged,47033,1200,1600,1.3333333333333333
train,forged,47049,1200,1600,1.3333333333333333
train,forged,47052,256,256,1.0
train,forged,47068,666,1000,1.5015015015015014
train,forged,47069,360,360,1.0
train,forged,47090,256,256,1.0
train,forged,47097,520,696,1.3384615384615384
train,forged,47101,360,360,1.0
train,forged,47133,512,512,1.0
train,forged,47151,1200,1600,1.3333333333333333
train,forged,4716,666,1000,1.5015015015015014
train,forged,47185,512,515,1.005859375
train,forged,47238,666,1000,1.5015015015015014
train,forged,47252,1200,1600,1.3333333333333333
train,forged,47261,96,593,6.177083333333333
train,forged,47318,256,320,1.25
train,forged,4733,520,696,1.3384615384615384
train,forged,47366,1200,1600,1.3333333333333333
train,forged,47376,392,296,0.7551020408163265
train,forged,4740,3888,2592,0.6666666666666666
train,forged,47405,1200,1600,1.3333333333333333
train,forged,47424,1912,2568,1.3430962343096233
train,forged,47426,986,1984,2.0121703853955375
train,forged,4743,256,256,1.0
train,forged,47441,512,512,1.0
train,forged,47513,68,875,12.867647058823529
train,forged,47574,512,512,1.0
train,forged,47586,1200,1600,1.3333333333333333
train,forged,4772,512,512,1.0
train,forged,47770,512,779,1.521484375
train,forged,47777,511,705,1.3796477495107633
train,forged,47790,360,360,1.0
train,forged,47830,666,1000,1.5015015015015014
train,forged,47871,1200,1600,1.3333333333333333
train,forged,47916,342,1023,2.991228070175439
train,forged,47980,3888,2592,0.6666666666666666
train,forged,48001,355,1159,3.2647887323943663
train,forged,4806,1912,2568,1.3430962343096233
train,forged,48070,1024,1024,1.0
train,forged,48113,256,256,1.0
train,forged,48130,256,256,1.0
train,forged,48131,512,545,1.064453125
train,forged,48147,256,256,1.0
train,forged,48184,520,696,1.3384615384615384
train,forged,48207,157,1523,9.700636942675159
train,forged,48216,909,312,0.3432343234323432
train,forged,48219,512,512,1.0
train,forged,48255,256,256,1.0
train,forged,48271,1200,1600,1.3333333333333333
train,forged,48272,512,695,1.357421875
train,forged,48275,256,256,1.0
train,forged,48280,256,256,1.0
train,forged,48291,256,320,1.25
train,forged,48293,154,619,4.01948051948052
train,forged,48333,1200,1600,1.3333333333333333
train,forged,48351,1200,1600,1.3333333333333333
train,forged,48358,512,640,1.25
train,forged,48390,1024,1024,1.0
train,forged,48419,256,256,1.0
train,forged,4845,256,320,1.25
train,forged,48454,711,560,0.7876230661040787
train,forged,4853,1912,2568,1.3430962343096233
train,forged,48562,520,696,1.3384615384615384
train,forged,4858,3888,2592,0.6666666666666666
train,forged,4865,256,256,1.0
train,forged,48680,1200,1600,1.3333333333333333
train,forged,48697,148,448,3.027027027027027
train,forged,48704,1912,2568,1.3430962343096233
train,forged,48705,256,320,1.25
train,forged,48718,397,482,1.2141057934508817
train,forged,48730,114,1082,9.491228070175438
train,forged,48779,512,512,1.0
train,forged,48806,666,1000,1.5015015015015014
train,forged,48818,512,684,1.3359375
train,forged,48836,526,512,0.973384030418251
train,forged,48880,512,748,1.4609375
train,forged,48919,1200,1600,1.3333333333333333
train,forged,48937,1912,2568,1.3430962343096233
train,forged,48945,256,320,1.25
train,forged,48981,666,1000,1.5015015015015014
train,forged,4899,874,308,0.3524027459954233
train,forged,48996,1024,1024,1.0
train,forged,48997,1200,1600,1.3333333333333333
train,forged,49009,512,726,1.41796875
train,forged,49042,513,512,0.9980506822612085
train,forged,49080,520,696,1.3384615384615384
train,forged,49131,256,256,1.0
train,forged,49149,1200,1600,1.3333333333333333
train,forged,4920,138,453,3.282608695652174
train,forged,49233,1200,1600,1.3333333333333333
train,forged,49237,666,1000,1.5015015015015014
train,forged,49318,256,256,1.0
train,forged,49351,3888,2592,0.6666666666666666
train,forged,49410,341,763,2.2375366568914954
train,forged,49506,520,696,1.3384615384615384
train,forged,49514,360,360,1.0
train,forged,49541,1200,1600,1.3333333333333333
train,forged,4955,666,1000,1.5015015015015014
train,forged,49567,666,1000,1.5015015015015014
train,forged,4957,90,98,1.0888888888888888
train,forged,49583,1912,2568,1.3430962343096233
train,forged,49613,1912,2568,1.3430962343096233
train,forged,49622,1200,1600,1.3333333333333333
train,forged,49672,360,360,1.0
train,forged,49710,1200,1600,1.3333333333333333
train,forged,49711,1912,2568,1.3430962343096233
train,forged,49712,97,719,7.412371134020619
train,forged,49716,1912,2568,1.3430962343096233
train,forged,49721,256,256,1.0
train,forged,49733,1024,1280,1.25
train,forged,49740,1912,2568,1.3430962343096233
train,forged,49770,1024,1280,1.25
train,forged,49777,256,256,1.0
train,forged,49797,158,436,2.759493670886076
train,forged,49799,1918,1109,0.578206465067779
train,forged,49819,1912,2568,1.3430962343096233
train,forged,49827,512,674,1.31640625
train,forged,4984,256,256,1.0
train,forged,49903,131,1077,8.221374045801527
train,forged,4992,591,778,1.3164128595600677
train,forged,49921,157,185,1.178343949044586
train,forged,49928,185,708,3.827027027027027
train,forged,49956,512,685,1.337890625
train,forged,49969,256,256,1.0
train,forged,49982,360,360,1.0
train,forged,4999,1024,1280,1.25
train,forged,50000,718,854,1.1894150417827298
train,forged,50028,520,696,1.3384615384615384
