sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio,mask_aspect_ratio,shapes_match
train,forged,23146,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23146.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23146.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,23157,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23157.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23157.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,23175,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23175.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23175.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,23223,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23223.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23223.npy,85,461,1,85,5.423529411764706,85.0,False
train,forged,23236,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23236.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23236.npy,1028,1384,1,1028,1.3463035019455254,1028.0,False
train,forged,23247,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23247.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23247.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,23251,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23251.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23251.npy,512,690,1,512,1.34765625,512.0,False
train,forged,2326,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2326.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2326.npy,649,884,3,649,1.362095531587057,216.33333333333334,False
train,forged,2329,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2329.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2329.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,23357,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23357.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23357.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,23391,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23391.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23391.npy,98,723,1,98,7.377551020408164,98.0,False
train,forged,23398,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23398.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23398.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,23428,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23428.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23428.npy,256,256,2,256,1.0,128.0,False
train,forged,23432,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23432.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23432.npy,256,320,1,256,1.25,256.0,False
train,forged,23460,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23460.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23460.npy,344,1652,1,344,4.8023255813953485,344.0,False
train,forged,23463,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23463.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23463.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,23499,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23499.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23499.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,23502,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23502.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23502.npy,512,638,2,512,1.24609375,256.0,False
train,forged,23510,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23510.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23510.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,23527,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23527.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23527.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,2357,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2357.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2357.npy,187,1451,1,187,7.759358288770054,187.0,False
train,forged,23606,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23606.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23606.npy,512,640,1,512,1.25,512.0,False
train,forged,23636,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23636.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23636.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,23665,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23665.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23665.npy,512,595,2,512,1.162109375,256.0,False
train,forged,23726,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23726.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23726.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,23772,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23772.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23772.npy,157,1295,1,157,8.248407643312103,157.0,False
train,forged,23818,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23818.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23818.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,23860,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23860.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23860.npy,256,320,1,256,1.25,256.0,False
train,forged,23868,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23868.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23868.npy,262,2225,1,262,8.492366412213741,262.0,False
train,forged,23904,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23904.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23904.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,23930,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23930.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23930.npy,512,683,2,512,1.333984375,256.0,False
train,forged,23976,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23976.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23976.npy,512,514,2,512,1.00390625,256.0,False
train,forged,24012,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24012.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24012.npy,512,697,1,512,1.361328125,512.0,False
train,forged,24027,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24027.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24027.npy,1912,2568,2,1912,1.3430962343096233,956.0,False
train,forged,24029,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24029.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24029.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,24032,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24032.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24032.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,2404,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2404.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2404.npy,97,620,1,97,6.391752577319588,97.0,False
train,forged,24043,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24043.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24043.npy,512,744,1,512,1.453125,512.0,False
train,forged,24097,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24097.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24097.npy,256,256,1,256,1.0,256.0,False
train,forged,24111,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24111.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24111.npy,256,256,1,256,1.0,256.0,False
train,forged,24135,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24135.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24135.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,24147,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24147.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24147.npy,135,616,1,135,4.562962962962963,135.0,False
train,forged,24193,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24193.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24193.npy,1678,1463,3,1678,0.8718712753277712,559.3333333333334,False
train,forged,24201,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24201.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24201.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,24218,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24218.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24218.npy,512,640,2,512,1.25,256.0,False
train,forged,24249,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24249.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24249.npy,1200,1600,3,1200,1.3333333333333333,400.0,False
train,forged,24268,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24268.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24268.npy,256,256,1,256,1.0,256.0,False
train,forged,2430,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2430.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2430.npy,98,736,1,98,7.510204081632653,98.0,False
train,forged,24300,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24300.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24300.npy,520,696,3,520,1.3384615384615384,173.33333333333334,False
train,forged,24332,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24332.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24332.npy,100,428,1,100,4.28,100.0,False
train,forged,24336,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24336.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24336.npy,128,653,1,128,5.1015625,128.0,False
train,forged,24348,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24348.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24348.npy,256,320,1,256,1.25,256.0,False
train,forged,24351,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24351.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24351.npy,256,256,2,256,1.0,128.0,False
train,forged,2436,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2436.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2436.npy,512,776,1,512,1.515625,512.0,False
train,forged,24381,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24381.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24381.npy,256,320,2,256,1.25,128.0,False
train,forged,24386,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24386.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24386.npy,264,241,1,264,0.9128787878787878,264.0,False
train,forged,24402,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24402.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24402.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,24473,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24473.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24473.npy,513,512,1,513,0.9980506822612085,513.0,False
train,forged,24482,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24482.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24482.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,2450,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2450.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2450.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False
train,forged,24505,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24505.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24505.npy,512,738,3,512,1.44140625,170.66666666666666,False
train,forged,24554,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24554.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24554.npy,256,320,1,256,1.25,256.0,False
train,forged,24555,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24555.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24555.npy,512,565,1,512,1.103515625,512.0,False
train,forged,24578,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24578.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24578.npy,665,332,1,665,0.4992481203007519,665.0,False
train,forged,24600,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24600.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24600.npy,100,808,1,100,8.08,100.0,False
train,forged,24606,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24606.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24606.npy,512,512,1,512,1.0,512.0,False
train,forged,24615,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24615.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24615.npy,256,320,1,256,1.25,256.0,False
train,forged,24635,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24635.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24635.npy,268,297,1,268,1.1082089552238805,268.0,False
train,forged,24654,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24654.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24654.npy,360,360,1,360,1.0,360.0,False
train,forged,24676,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24676.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24676.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,24682,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24682.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24682.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,24686,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24686.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24686.npy,256,256,2,256,1.0,128.0,False
train,forged,24696,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24696.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24696.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,24736,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24736.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24736.npy,256,256,1,256,1.0,256.0,False
train,forged,24749,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24749.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24749.npy,512,512,2,512,1.0,256.0,False
train,forged,24755,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24755.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24755.npy,80,1259,1,80,15.7375,80.0,False
train,forged,2476,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2476.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2476.npy,256,256,1,256,1.0,256.0,False
train,forged,24770,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24770.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24770.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,24795,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24795.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24795.npy,256,256,1,256,1.0,256.0,False
train,forged,24850,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24850.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24850.npy,1912,2568,2,1912,1.3430962343096233,956.0,False
train,forged,24867,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24867.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24867.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,24894,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24894.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24894.npy,1256,1411,2,1256,1.1234076433121019,628.0,False
train,forged,24912,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24912.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24912.npy,2592,3888,1,2592,1.5,2592.0,False
train,forged,24934,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24934.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24934.npy,256,256,1,256,1.0,256.0,False
train,forged,24937,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24937.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24937.npy,1912,2568,1,1912,1.3430962343096233,1912.0,False
train,forged,24958,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24958.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24958.npy,1024,1024,3,1024,1.0,341.3333333333333,False
train,forged,24960,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24960.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24960.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,24980,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24980.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24980.npy,289,535,2,289,1.8512110726643598,144.5,False
train,forged,25001,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25001.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25001.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False
train,forged,25003,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25003.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25003.npy,256,256,1,256,1.0,256.0,False
train,forged,25022,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25022.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25022.npy,512,512,1,512,1.0,512.0,False
train,forged,2506,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2506.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2506.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,25064,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25064.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25064.npy,143,938,1,143,6.559440559440559,143.0,False
train,forged,25067,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25067.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25067.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,25124,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25124.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25124.npy,141,340,1,141,2.4113475177304964,141.0,False
train,forged,25142,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25142.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25142.npy,256,256,2,256,1.0,128.0,False
train,forged,25245,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25245.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25245.npy,512,540,1,512,1.0546875,512.0,False
train,forged,25285,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25285.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25285.npy,1302,1730,2,1302,1.3287250384024578,651.0,False
train,forged,25311,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25311.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25311.npy,1028,1384,2,1028,1.3463035019455254,514.0,False
train,forged,2534,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2534.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2534.npy,256,256,1,256,1.0,256.0,False
train,forged,25340,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25340.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25340.npy,520,696,1,520,1.3384615384615384,520.0,False
train,forged,25344,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25344.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25344.npy,361,448,1,361,1.2409972299168974,361.0,False
train,forged,25351,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25351.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25351.npy,1921,482,1,1921,0.2509109838625716,1921.0,False
train,forged,25356,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25356.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25356.npy,512,686,1,512,1.33984375,512.0,False
train,forged,25388,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25388.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25388.npy,514,512,1,514,0.9961089494163424,514.0,False
train,forged,25390,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25390.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25390.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,25434,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25434.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25434.npy,96,416,1,96,4.333333333333333,96.0,False
train,forged,25443,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25443.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25443.npy,512,512,2,512,1.0,256.0,False
train,forged,25450,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25450.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25450.npy,520,696,2,520,1.3384615384615384,260.0,False
train,forged,25458,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25458.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25458.npy,256,256,2,256,1.0,128.0,False
train,forged,25472,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25472.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25472.npy,256,320,1,256,1.25,256.0,False
train,forged,25486,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25486.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25486.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,25502,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25502.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25502.npy,545,620,2,545,1.1376146788990826,272.5,False
train,forged,25520,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25520.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25520.npy,256,256,1,256,1.0,256.0,False
train,forged,25525,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25525.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25525.npy,440,570,2,440,1.2954545454545454,220.0,False
train,forged,25552,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25552.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25552.npy,3888,2592,1,3888,0.6666666666666666,3888.0,False
train,forged,25555,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25555.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25555.npy,256,256,1,256,1.0,256.0,False
train,forged,25570,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25570.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25570.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,25604,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25604.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25604.npy,512,526,1,512,1.02734375,512.0,False
train,forged,25638,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25638.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25638.npy,1024,1024,2,1024,1.0,512.0,False
train,forged,25654,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25654.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25654.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,25715,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25715.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25715.npy,666,1000,1,666,1.5015015015015014,666.0,False
train,forged,25749,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25749.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25749.npy,360,360,2,360,1.0,180.0,False
train,forged,25764,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25764.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25764.npy,106,924,1,106,8.716981132075471,106.0,False
train,forged,2577,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2577.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2577.npy,512,685,2,512,1.337890625,256.0,False
train,forged,25861,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25861.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25861.npy,512,519,2,512,1.013671875,256.0,False
train,forged,25907,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25907.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25907.npy,512,519,1,512,1.013671875,512.0,False
train,forged,25908,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25908.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25908.npy,711,560,1,711,0.7876230661040787,711.0,False
train,forged,25957,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25957.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25957.npy,512,583,2,512,1.138671875,256.0,False
train,forged,25981,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25981.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25981.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,26015,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26015.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26015.npy,256,256,1,256,1.0,256.0,False
train,forged,26020,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26020.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26020.npy,169,526,1,169,3.1124260355029585,169.0,False
train,forged,26021,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26021.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26021.npy,393,275,1,393,0.6997455470737913,393.0,False
train,forged,26023,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26023.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26023.npy,512,514,3,512,1.00390625,170.66666666666666,False
train,forged,26035,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26035.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26035.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,26049,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26049.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26049.npy,1200,1600,1,1200,1.3333333333333333,1200.0,False
train,forged,26119,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26119.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26119.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,26121,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26121.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26121.npy,64,1192,1,64,18.625,64.0,False
train,forged,26140,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26140.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26140.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,26148,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26148.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26148.npy,666,1000,2,666,1.5015015015015014,333.0,False
train,forged,26200,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26200.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26200.npy,520,696,2,520,1.3384615384615384,260.0,False
train,forged,26206,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26206.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26206.npy,85,549,1,85,6.458823529411765,85.0,False
train,forged,26208,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26208.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26208.npy,149,288,1,149,1.9328859060402686,149.0,False
train,forged,26211,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26211.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26211.npy,1200,1600,2,1200,1.3333333333333333,600.0,False
train,forged,2622,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2622.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2622.npy,1024,1024,1,1024,1.0,1024.0,False
train,forged,26252,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26252.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26252.npy,666,1000,1,666,1.5015015015015014,666.0,False
