sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio,mask_aspect_ratio,shapes_match,total_pixels,num_unique_values,positive_pixels,positive_ratio,mask_size_group,label,pair_status,stratify_key,split
train,authentic,45139,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/45139.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,32979,/content/drive/MyDrive/Scientific Image Data/train_images/forged/32979.png,/content/drive/MyDrive/Scientific Image Data/train_masks/32979.npy,488.0,586.0,1.0,488.0,1.2008196721311475,488.0,False,285968.0,2.0,8004.0,0.027989145638672858,medium,1,,forged_medium,train
train,forged,1101,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1101.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1101.npy,1200.0,1600.0,2.0,1200.0,1.3333333333333333,600.0,False,1920000.0,2.0,1784.0,0.0009291666666666667,tiny,1,,forged_tiny,train
train,forged,56442,/content/drive/MyDrive/Scientific Image Data/train_images/forged/56442.png,/content/drive/MyDrive/Scientific Image Data/train_masks/56442.npy,1024.0,1280.0,2.0,1024.0,1.25,512.0,False,1310720.0,2.0,8892.0,0.0067840576171875,small,1,,forged_small,train
train,forged,48937,/content/drive/MyDrive/Scientific Image Data/train_images/forged/48937.png,/content/drive/MyDrive/Scientific Image Data/train_masks/48937.npy,1912.0,2568.0,1.0,1912.0,1.3430962343096233,1912.0,False,4910016.0,2.0,139589.0,0.028429438926471932,medium,1,,forged_medium,train
train,forged,8246,/content/drive/MyDrive/Scientific Image Data/train_images/forged/8246.png,/content/drive/MyDrive/Scientific Image Data/train_masks/8246.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,127052.0,0.19076876876876878,large,1,,forged_large,train
train,forged,38842,/content/drive/MyDrive/Scientific Image Data/train_images/forged/38842.png,/content/drive/MyDrive/Scientific Image Data/train_masks/38842.npy,360.0,360.0,1.0,360.0,1.0,360.0,False,129600.0,2.0,6810.0,0.0525462962962963,large,1,,forged_large,train
train,authentic,26977,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/26977.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,58579,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/58579.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,21770,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21770.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,55684,/content/drive/MyDrive/Scientific Image Data/train_images/forged/55684.png,/content/drive/MyDrive/Scientific Image Data/train_masks/55684.npy,3888.0,2592.0,1.0,3888.0,0.6666666666666666,3888.0,False,10077696.0,2.0,534936.0,0.05308118046029569,large,1,,forged_large,train
train,authentic,22046,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22046.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,64360,/content/drive/MyDrive/Scientific Image Data/train_images/forged/64360.png,/content/drive/MyDrive/Scientific Image Data/train_masks/64360.npy,520.0,696.0,1.0,520.0,1.3384615384615384,520.0,False,361920.0,2.0,2797.0,0.007728227232537578,small,1,,forged_small,train
train,authentic,45287,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/45287.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,39299,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39299.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39299.npy,103.0,691.0,1.0,103.0,6.70873786407767,103.0,False,71173.0,2.0,5758.0,0.08090146544335633,large,1,,forged_large,train
train,authentic,51959,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/51959.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,49716,/content/drive/MyDrive/Scientific Image Data/train_images/forged/49716.png,/content/drive/MyDrive/Scientific Image Data/train_masks/49716.npy,1912.0,2568.0,2.0,1912.0,1.3430962343096233,956.0,False,4910016.0,2.0,213480.0,0.04347847338990341,medium,1,,forged_medium,train
train,forged,27829,/content/drive/MyDrive/Scientific Image Data/train_images/forged/27829.png,/content/drive/MyDrive/Scientific Image Data/train_masks/27829.npy,112.0,401.0,1.0,112.0,3.580357142857143,112.0,False,44912.0,2.0,2640.0,0.058781617385108655,large,1,,forged_large,train
train,forged,176,/content/drive/MyDrive/Scientific Image Data/train_images/forged/176.png,/content/drive/MyDrive/Scientific Image Data/train_masks/176.npy,85.0,517.0,1.0,85.0,6.08235294117647,85.0,False,43945.0,2.0,20424.0,0.46476277164637614,large,1,,forged_large,train
train,forged,25340,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25340.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25340.npy,520.0,696.0,1.0,520.0,1.3384615384615384,520.0,False,361920.0,2.0,3590.0,0.009919319186560567,small,1,,forged_small,train
train,forged,21671,/content/drive/MyDrive/Scientific Image Data/train_images/forged/21671.png,/content/drive/MyDrive/Scientific Image Data/train_masks/21671.npy,520.0,696.0,1.0,520.0,1.3384615384615384,520.0,False,361920.0,2.0,3544.0,0.009792219274977896,small,1,,forged_small,train
train,authentic,13415,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/13415.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,41702,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/41702.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,13665,/content/drive/MyDrive/Scientific Image Data/train_images/forged/13665.png,/content/drive/MyDrive/Scientific Image Data/train_masks/13665.npy,1912.0,2568.0,1.0,1912.0,1.3430962343096233,1912.0,False,4910016.0,2.0,58309.0,0.011875521383229708,medium,1,,forged_medium,train
train,authentic,23726,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23726.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,59255,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/59255.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,1385,/content/drive/MyDrive/Scientific Image Data/train_images/forged/1385.png,/content/drive/MyDrive/Scientific Image Data/train_masks/1385.npy,520.0,696.0,2.0,520.0,1.3384615384615384,260.0,False,361920.0,2.0,3296.0,0.009106984969053935,small,1,,forged_small,train
train,forged,65396,/content/drive/MyDrive/Scientific Image Data/train_images/forged/65396.png,/content/drive/MyDrive/Scientific Image Data/train_masks/65396.npy,512.0,634.0,1.0,512.0,1.23828125,512.0,False,324608.0,2.0,26388.0,0.08129189668769717,large,1,,forged_large,train
train,forged,24027,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24027.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24027.npy,1912.0,2568.0,2.0,1912.0,1.3430962343096233,956.0,False,4910016.0,2.0,21183.0,0.004314242560513041,small,1,,forged_small,train
train,forged,6187,/content/drive/MyDrive/Scientific Image Data/train_images/forged/6187.png,/content/drive/MyDrive/Scientific Image Data/train_masks/6187.npy,163.0,1382.0,1.0,163.0,8.478527607361963,163.0,False,225266.0,2.0,27612.0,0.12257508900588637,large,1,,forged_large,train
train,authentic,33160,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/33160.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,2249,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2249.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2249.npy,512.0,512.0,1.0,512.0,1.0,512.0,False,262144.0,2.0,26368.0,0.1005859375,large,1,,forged_large,train
train,authentic,12919,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12919.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,7120,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/7120.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,3574,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/3574.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,34103,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/34103.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,21892,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21892.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,5250,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/5250.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,37076,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/37076.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,17279,/content/drive/MyDrive/Scientific Image Data/train_images/forged/17279.png,/content/drive/MyDrive/Scientific Image Data/train_masks/17279.npy,512.0,512.0,1.0,512.0,1.0,512.0,False,262144.0,2.0,8710.0,0.03322601318359375,medium,1,,forged_medium,train
train,forged,8424,/content/drive/MyDrive/Scientific Image Data/train_images/forged/8424.png,/content/drive/MyDrive/Scientific Image Data/train_masks/8424.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,53384.0,0.08015615615615615,large,1,,forged_large,train
train,authentic,37816,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/37816.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,5175,/content/drive/MyDrive/Scientific Image Data/train_images/forged/5175.png,/content/drive/MyDrive/Scientific Image Data/train_masks/5175.npy,512.0,512.0,1.0,512.0,1.0,512.0,False,262144.0,2.0,19017.0,0.07254409790039062,large,1,,forged_large,train
train,forged,7561,/content/drive/MyDrive/Scientific Image Data/train_images/forged/7561.png,/content/drive/MyDrive/Scientific Image Data/train_masks/7561.npy,1200.0,1600.0,2.0,1200.0,1.3333333333333333,600.0,False,1920000.0,2.0,11258.0,0.005863541666666667,small,1,,forged_small,train
train,forged,14608,/content/drive/MyDrive/Scientific Image Data/train_images/forged/14608.png,/content/drive/MyDrive/Scientific Image Data/train_masks/14608.npy,256.0,256.0,1.0,256.0,1.0,256.0,False,65536.0,2.0,531.0,0.0081024169921875,small,1,,forged_small,train
train,authentic,15056,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/15056.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,19709,/content/drive/MyDrive/Scientific Image Data/train_images/forged/19709.png,/content/drive/MyDrive/Scientific Image Data/train_masks/19709.npy,520.0,696.0,1.0,520.0,1.3384615384615384,520.0,False,361920.0,2.0,3604.0,0.009958001768346596,small,1,,forged_small,train
train,forged,14462,/content/drive/MyDrive/Scientific Image Data/train_images/forged/14462.png,/content/drive/MyDrive/Scientific Image Data/train_masks/14462.npy,424.0,375.0,1.0,424.0,0.8844339622641509,424.0,False,159000.0,2.0,4664.0,0.029333333333333333,medium,1,,forged_medium,train
train,forged,37980,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37980.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37980.npy,68.0,391.0,1.0,68.0,5.75,68.0,False,26588.0,2.0,8188.0,0.3079584775086505,large,1,,forged_large,train
train,forged,16534,/content/drive/MyDrive/Scientific Image Data/train_images/forged/16534.png,/content/drive/MyDrive/Scientific Image Data/train_masks/16534.npy,172.0,196.0,1.0,172.0,1.1395348837209303,172.0,False,33712.0,2.0,630.0,0.018687707641196014,medium,1,,forged_medium,train
train,forged,60269,/content/drive/MyDrive/Scientific Image Data/train_images/forged/60269.png,/content/drive/MyDrive/Scientific Image Data/train_masks/60269.npy,512.0,640.0,2.0,512.0,1.25,256.0,False,327680.0,2.0,876.0,0.00267333984375,small,1,,forged_small,train
train,authentic,12366,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/12366.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,4011,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/4011.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,33071,/content/drive/MyDrive/Scientific Image Data/train_images/forged/33071.png,/content/drive/MyDrive/Scientific Image Data/train_masks/33071.npy,256.0,320.0,1.0,256.0,1.25,256.0,False,81920.0,2.0,1722.0,0.0210205078125,medium,1,,forged_medium,train
train,authentic,19993,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/19993.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,3826,/content/drive/MyDrive/Scientific Image Data/train_images/forged/3826.png,/content/drive/MyDrive/Scientific Image Data/train_masks/3826.npy,512.0,648.0,1.0,512.0,1.265625,512.0,False,331776.0,2.0,37403.0,0.11273570119598765,large,1,,forged_large,train
train,authentic,5352,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/5352.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,35347,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35347.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35347.npy,256.0,320.0,2.0,256.0,1.25,128.0,False,81920.0,2.0,1666.0,0.0203369140625,medium,1,,forged_medium,train
train,authentic,48271,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/48271.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,24043,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24043.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,5130,/content/drive/MyDrive/Scientific Image Data/train_images/forged/5130.png,/content/drive/MyDrive/Scientific Image Data/train_masks/5130.npy,76.0,799.0,1.0,76.0,10.513157894736842,76.0,False,60724.0,2.0,5274.0,0.08685198603517555,large,1,,forged_large,train
train,forged,34319,/content/drive/MyDrive/Scientific Image Data/train_images/forged/34319.png,/content/drive/MyDrive/Scientific Image Data/train_masks/34319.npy,1200.0,1600.0,2.0,1200.0,1.3333333333333333,600.0,False,1920000.0,2.0,1524.0,0.00079375,tiny,1,,forged_tiny,train
train,forged,44640,/content/drive/MyDrive/Scientific Image Data/train_images/forged/44640.png,/content/drive/MyDrive/Scientific Image Data/train_masks/44640.npy,112.0,401.0,1.0,112.0,3.580357142857143,112.0,False,44912.0,2.0,6578.0,0.14646419665122906,large,1,,forged_large,train
train,forged,6596,/content/drive/MyDrive/Scientific Image Data/train_images/forged/6596.png,/content/drive/MyDrive/Scientific Image Data/train_masks/6596.npy,80.0,552.0,1.0,80.0,6.9,80.0,False,44160.0,2.0,7314.0,0.165625,large,1,,forged_large,train
train,forged,55650,/content/drive/MyDrive/Scientific Image Data/train_images/forged/55650.png,/content/drive/MyDrive/Scientific Image Data/train_masks/55650.npy,2592.0,3888.0,1.0,2592.0,1.5,2592.0,False,10077696.0,2.0,290888.0,0.02886453411573439,medium,1,,forged_medium,train
train,forged,50690,/content/drive/MyDrive/Scientific Image Data/train_images/forged/50690.png,/content/drive/MyDrive/Scientific Image Data/train_masks/50690.npy,223.0,2019.0,1.0,223.0,9.053811659192824,223.0,False,450237.0,2.0,26288.0,0.05838702727674536,large,1,,forged_large,train
train,authentic,24351,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24351.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,22719,/content/drive/MyDrive/Scientific Image Data/train_images/forged/22719.png,/content/drive/MyDrive/Scientific Image Data/train_masks/22719.npy,512.0,512.0,1.0,512.0,1.0,512.0,False,262144.0,2.0,5257.0,0.020053863525390625,medium,1,,forged_medium,train
train,authentic,7713,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/7713.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,38582,/content/drive/MyDrive/Scientific Image Data/train_images/forged/38582.png,/content/drive/MyDrive/Scientific Image Data/train_masks/38582.npy,256.0,256.0,1.0,256.0,1.0,256.0,False,65536.0,2.0,587.0,0.0089569091796875,small,1,,forged_small,train
train,authentic,11426,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/11426.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,21034,/content/drive/MyDrive/Scientific Image Data/train_images/forged/21034.png,/content/drive/MyDrive/Scientific Image Data/train_masks/21034.npy,287.0,1440.0,1.0,287.0,5.017421602787456,287.0,False,413280.0,2.0,53878.0,0.1303668215253581,large,1,,forged_large,train
train,forged,35781,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35781.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35781.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,64874.0,0.0974084084084084,large,1,,forged_large,train
train,authentic,6117,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/6117.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,6117,/content/drive/MyDrive/Scientific Image Data/train_images/forged/6117.png,/content/drive/MyDrive/Scientific Image Data/train_masks/6117.npy,116.0,757.0,1.0,116.0,6.525862068965517,116.0,False,87812.0,2.0,9810.0,0.11171593859609165,large,1,,forged_large,train
train,forged,7574,/content/drive/MyDrive/Scientific Image Data/train_images/forged/7574.png,/content/drive/MyDrive/Scientific Image Data/train_masks/7574.npy,968.0,637.0,1.0,968.0,0.6580578512396694,968.0,False,616616.0,2.0,19800.0,0.03211074639646068,medium,1,,forged_medium,train
train,forged,33772,/content/drive/MyDrive/Scientific Image Data/train_images/forged/33772.png,/content/drive/MyDrive/Scientific Image Data/train_masks/33772.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,60778.0,0.09125825825825826,large,1,,forged_large,train
train,forged,35385,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35385.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35385.npy,152.0,1305.0,1.0,152.0,8.585526315789474,152.0,False,198360.0,2.0,11810.0,0.059538213349465616,large,1,,forged_large,train
train,forged,14331,/content/drive/MyDrive/Scientific Image Data/train_images/forged/14331.png,/content/drive/MyDrive/Scientific Image Data/train_masks/14331.npy,1200.0,1600.0,1.0,1200.0,1.3333333333333333,1200.0,False,1920000.0,2.0,7368.0,0.0038375,small,1,,forged_small,train
train,authentic,28209,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/28209.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,4743,/content/drive/MyDrive/Scientific Image Data/train_images/forged/4743.png,/content/drive/MyDrive/Scientific Image Data/train_masks/4743.npy,256.0,256.0,1.0,256.0,1.0,256.0,False,65536.0,2.0,351.0,0.0053558349609375,small,1,,forged_small,train
train,forged,38038,/content/drive/MyDrive/Scientific Image Data/train_images/forged/38038.png,/content/drive/MyDrive/Scientific Image Data/train_masks/38038.npy,102.0,986.0,1.0,102.0,9.666666666666666,102.0,False,100572.0,2.0,14858.0,0.14773495605138606,large,1,,forged_large,train
train,forged,56659,/content/drive/MyDrive/Scientific Image Data/train_images/forged/56659.png,/content/drive/MyDrive/Scientific Image Data/train_masks/56659.npy,1024.0,1024.0,1.0,1024.0,1.0,1024.0,False,1048576.0,2.0,6050.0,0.0057697296142578125,small,1,,forged_small,train
train,authentic,60076,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/60076.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,38548,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/38548.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,751,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/751.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,42305,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/42305.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,47980,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/47980.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,26119,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26119.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26119.npy,1200.0,1600.0,2.0,1200.0,1.3333333333333333,600.0,False,1920000.0,2.0,5891.0,0.0030682291666666666,small,1,,forged_small,train
train,forged,38979,/content/drive/MyDrive/Scientific Image Data/train_images/forged/38979.png,/content/drive/MyDrive/Scientific Image Data/train_masks/38979.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,48054.0,0.07215315315315315,large,1,,forged_large,train
train,authentic,31468,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/31468.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,35586,/content/drive/MyDrive/Scientific Image Data/train_images/forged/35586.png,/content/drive/MyDrive/Scientific Image Data/train_masks/35586.npy,512.0,640.0,1.0,512.0,1.25,512.0,False,327680.0,2.0,46814.0,0.142864990234375,large,1,,forged_large,train
train,authentic,40442,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/40442.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,6581,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/6581.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,187,/content/drive/MyDrive/Scientific Image Data/train_images/forged/187.png,/content/drive/MyDrive/Scientific Image Data/train_masks/187.npy,877.0,802.0,2.0,877.0,0.9144811858608894,438.5,False,703354.0,2.0,5006.0,0.0071173264103140095,small,1,,forged_small,train
train,authentic,42886,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/42886.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,63425,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/63425.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,59710,/content/drive/MyDrive/Scientific Image Data/train_images/forged/59710.png,/content/drive/MyDrive/Scientific Image Data/train_masks/59710.npy,256.0,256.0,2.0,256.0,1.0,128.0,False,65536.0,2.0,1450.0,0.022125244140625,medium,1,,forged_medium,train
train,authentic,28818,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/28818.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,38913,/content/drive/MyDrive/Scientific Image Data/train_images/forged/38913.png,/content/drive/MyDrive/Scientific Image Data/train_masks/38913.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,49284.0,0.074,large,1,,forged_large,train
train,authentic,4992,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/4992.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,29675,/content/drive/MyDrive/Scientific Image Data/train_images/forged/29675.png,/content/drive/MyDrive/Scientific Image Data/train_masks/29675.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,57206.0,0.0858948948948949,large,1,,forged_large,train
train,authentic,59320,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/59320.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,53993,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/53993.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,6580,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/6580.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,14690,/content/drive/MyDrive/Scientific Image Data/train_images/forged/14690.png,/content/drive/MyDrive/Scientific Image Data/train_masks/14690.npy,666.0,1000.0,1.0,666.0,1.5015015015015014,666.0,False,666000.0,2.0,76727.0,0.11520570570570571,large,1,,forged_large,train
train,forged,24381,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24381.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24381.npy,256.0,320.0,2.0,256.0,1.25,128.0,False,81920.0,2.0,207.0,0.00252685546875,small,1,,forged_small,train
train,forged,39921,/content/drive/MyDrive/Scientific Image Data/train_images/forged/39921.png,/content/drive/MyDrive/Scientific Image Data/train_masks/39921.npy,1200.0,1600.0,1.0,1200.0,1.3333333333333333,1200.0,False,1920000.0,2.0,5626.0,0.0029302083333333333,small,1,,forged_small,train
train,forged,25604,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25604.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25604.npy,512.0,526.0,1.0,512.0,1.02734375,512.0,False,269312.0,2.0,12010.0,0.04459511644486692,medium,1,,forged_medium,train
train,forged,54636,/content/drive/MyDrive/Scientific Image Data/train_images/forged/54636.png,/content/drive/MyDrive/Scientific Image Data/train_masks/54636.npy,520.0,696.0,1.0,520.0,1.3384615384615384,520.0,False,361920.0,2.0,3899.0,0.010773099027409373,medium,1,,forged_medium,train
train,authentic,40519,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/40519.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,63286,/content/drive/MyDrive/Scientific Image Data/train_images/forged/63286.png,/content/drive/MyDrive/Scientific Image Data/train_masks/63286.npy,512.0,512.0,2.0,512.0,1.0,256.0,False,262144.0,2.0,812.0,0.0030975341796875,small,1,,forged_small,train
train,authentic,21740,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21740.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,18472,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/18472.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,37421,/content/drive/MyDrive/Scientific Image Data/train_images/forged/37421.png,/content/drive/MyDrive/Scientific Image Data/train_masks/37421.npy,512.0,731.0,3.0,512.0,1.427734375,170.66666666666666,False,374272.0,2.0,1003.0,0.0026798691860465116,small,1,,forged_small,train
train,forged,24682,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24682.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24682.npy,1200.0,1600.0,2.0,1200.0,1.3333333333333333,600.0,False,1920000.0,2.0,8542.0,0.004448958333333333,small,1,,forged_small,train
train,authentic,53028,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/53028.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,62358,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/62358.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,58338,/content/drive/MyDrive/Scientific Image Data/train_images/forged/58338.png,/content/drive/MyDrive/Scientific Image Data/train_masks/58338.npy,621.0,513.0,1.0,621.0,0.8260869565217391,621.0,False,318573.0,2.0,24924.0,0.07823638538105866,large,1,,forged_large,train
train,authentic,3958,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/3958.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,61212,/content/drive/MyDrive/Scientific Image Data/train_images/forged/61212.png,/content/drive/MyDrive/Scientific Image Data/train_masks/61212.npy,398.0,265.0,1.0,398.0,0.6658291457286433,398.0,False,105470.0,2.0,2138.0,0.020271167156537404,medium,1,,forged_medium,train
supplemental,forged,19612,/content/drive/MyDrive/Scientific Image Data/supplemental_images/19612.png,/content/drive/MyDrive/Scientific Image Data/supplemental_masks/19612.npy,803.0,997.0,1.0,803.0,1.2415940224159403,803.0,False,800591.0,2.0,50049.0,0.06251506699425799,large,1,,forged_large,train
train,forged,24635,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24635.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24635.npy,268.0,297.0,1.0,268.0,1.1082089552238805,268.0,False,79596.0,2.0,818.0,0.01027689833659983,medium,1,,forged_medium,train
train,authentic,28279,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/28279.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,authentic,14184,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/14184.png,,,,,,,,,,,,,none,0,no_mask_expected,authentic,train
train,forged,50315,/content/drive/MyDrive/Scientific Image Data/train_images/forged/50315.png,/content/drive/MyDrive/Scientific Image Data/train_masks/50315.npy,1200.0,1600.0,3.0,1200.0,1.3333333333333333,400.0,False,1920000.0,2.0,17642.0,0.009188541666666666,small,1,,forged_small,train
