sample_source,sample_type,sample_id,image_path,mask_path,mask_height,mask_width,total_pixels,unique_values,num_unique_values,positive_pixels,positive_ratio,mask_size_group
train,forged,2326,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2326.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2326.npy,649,884,573716,"[0, 1]",2,2205,0.003843365009865508,small
train,forged,2329,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2329.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2329.npy,1200,1600,1920000,"[0, 1]",2,3051,0.0015890625,small
train,forged,23357,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23357.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23357.npy,666,1000,666000,"[0, 1]",2,35718,0.05363063063063063,large
train,forged,23391,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23391.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23391.npy,98,723,70854,"[0, 1]",2,9530,0.1345019335535044,large
train,forged,23398,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23398.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23398.npy,1200,1600,1920000,"[0, 1]",2,9614,0.005007291666666667,small
train,forged,23428,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23428.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23428.npy,256,256,65536,"[0, 1]",2,418,0.006378173828125,small
train,forged,23432,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23432.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23432.npy,256,320,81920,"[0, 1]",2,2993,0.03653564453125,medium
train,forged,23460,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23460.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23460.npy,344,1652,568288,"[0, 1]",2,42990,0.07564826285263809,large
train,forged,23463,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23463.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23463.npy,2592,3888,10077696,"[0, 1]",2,334867,0.03322852763171265,medium
train,forged,23499,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23499.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23499.npy,666,1000,666000,"[0, 1]",2,40502,0.060813813813813816,large
train,forged,23502,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23502.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23502.npy,512,638,326656,"[0, 1]",2,724,0.0022163989028213165,small
train,forged,23510,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23510.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23510.npy,666,1000,666000,"[0, 1]",2,43539,0.06537387387387388,large
train,forged,23527,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23527.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23527.npy,666,1000,666000,"[0, 1]",2,72324,0.1085945945945946,large
train,forged,2357,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2357.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2357.npy,187,1451,271337,"[0, 1]",2,12574,0.046340897113183975,medium
train,forged,23606,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23606.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23606.npy,512,640,327680,"[0, 1]",2,3042,0.009283447265625,small
train,forged,23636,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23636.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23636.npy,2592,3888,10077696,"[0, 1]",2,492502,0.04887049579586445,medium
train,forged,23665,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23665.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23665.npy,512,595,304640,"[0, 1]",2,8284,0.027192752100840337,medium
train,forged,23726,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23726.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23726.npy,520,696,361920,"[0, 1]",2,3640,0.010057471264367816,medium
train,forged,23772,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23772.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23772.npy,157,1295,203315,"[0, 1]",2,13822,0.06798317881120429,large
train,forged,23818,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23818.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23818.npy,666,1000,666000,"[0, 1]",2,35895,0.053896396396396394,large
train,forged,23860,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23860.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23860.npy,256,320,81920,"[0, 1]",2,976,0.0119140625,medium
train,forged,23868,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23868.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23868.npy,262,2225,582950,"[0, 1]",2,6900,0.01183634960116648,medium
train,forged,23904,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23904.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23904.npy,666,1000,666000,"[0, 1]",2,102641,0.15411561561561563,large
train,forged,23930,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23930.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23930.npy,512,683,349696,"[0, 1]",2,9069,0.02593395406295754,medium
train,forged,23976,/content/drive/MyDrive/Scientific Image Data/train_images/forged/23976.png,/content/drive/MyDrive/Scientific Image Data/train_masks/23976.npy,512,514,263168,"[0, 1]",2,116,0.0004407830739299611,tiny
train,forged,24012,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24012.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24012.npy,512,697,356864,"[0, 1]",2,62648,0.17555147058823528,large
train,forged,24027,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24027.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24027.npy,1912,2568,4910016,"[0, 1]",2,21183,0.004314242560513041,small
train,forged,24029,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24029.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24029.npy,1200,1600,1920000,"[0, 1]",2,1622,0.0008447916666666667,tiny
train,forged,24032,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24032.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24032.npy,1200,1600,1920000,"[0, 1]",2,3676,0.0019145833333333332,small
train,forged,2404,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2404.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2404.npy,97,620,60140,"[0, 1]",2,7040,0.11706019288327237,large
train,forged,24043,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24043.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24043.npy,512,744,380928,"[0, 1]",2,51010,0.13390982022849462,large
train,forged,24097,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24097.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24097.npy,256,256,65536,"[0, 1]",2,800,0.01220703125,medium
train,forged,24111,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24111.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24111.npy,256,256,65536,"[0, 1]",2,850,0.012969970703125,medium
train,forged,24135,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24135.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24135.npy,1200,1600,1920000,"[0, 1]",2,6171,0.0032140625,small
train,forged,24147,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24147.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24147.npy,135,616,83160,"[0, 1]",2,12818,0.15413660413660413,large
train,forged,24193,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24193.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24193.npy,1678,1463,2454914,"[0, 1]",2,4743,0.0019320432406186123,small
train,forged,24201,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24201.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24201.npy,1200,1600,1920000,"[0, 1]",2,3723,0.0019390625,small
train,forged,24218,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24218.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24218.npy,512,640,327680,"[0, 1]",2,3879,0.0118377685546875,medium
train,forged,24249,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24249.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24249.npy,1200,1600,1920000,"[0, 1]",2,12734,0.0066322916666666665,small
train,forged,24268,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24268.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24268.npy,256,256,65536,"[0, 1]",2,671,0.0102386474609375,medium
train,forged,2430,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2430.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2430.npy,98,736,72128,"[0, 1]",2,5226,0.07245452528837622,large
train,forged,24300,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24300.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24300.npy,520,696,361920,"[0, 1]",2,19220,0.05310565870910699,large
train,forged,24332,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24332.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24332.npy,100,428,42800,"[0, 1]",2,6250,0.14602803738317757,large
train,forged,24336,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24336.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24336.npy,128,653,83584,"[0, 1]",2,17406,0.20824559724349156,large
train,forged,24348,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24348.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24348.npy,256,320,81920,"[0, 1]",2,1551,0.01893310546875,medium
train,forged,24351,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24351.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24351.npy,256,256,65536,"[0, 1]",2,321,0.0048980712890625,small
train,forged,2436,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2436.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2436.npy,512,776,397312,"[0, 1]",2,4527,0.011394068137886598,medium
train,forged,24381,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24381.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24381.npy,256,320,81920,"[0, 1]",2,207,0.00252685546875,small
train,forged,24386,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24386.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24386.npy,264,241,63624,"[0, 1]",2,2113,0.033210738086256755,medium
train,forged,24402,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24402.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24402.npy,666,1000,666000,"[0, 1]",2,72579,0.10897747747747748,large
train,forged,24473,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24473.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24473.npy,513,512,262656,"[0, 1]",2,5671,0.021590978313840156,medium
train,forged,24482,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24482.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24482.npy,666,1000,666000,"[0, 1]",2,64123,0.09628078078078078,large
train,forged,2450,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2450.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2450.npy,3888,2592,10077696,"[0, 1]",2,434981,0.0431627427538993,medium
train,forged,24505,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24505.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24505.npy,512,738,377856,"[0, 1]",2,409,0.001082422933604336,small
train,forged,24554,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24554.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24554.npy,256,320,81920,"[0, 1]",2,641,0.00782470703125,small
train,forged,24555,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24555.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24555.npy,512,565,289280,"[0, 1]",2,12238,0.04230503318584071,medium
train,forged,24578,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24578.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24578.npy,665,332,220780,"[0, 1]",2,10698,0.048455476039496334,medium
train,forged,24600,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24600.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24600.npy,100,808,80800,"[0, 1]",2,10098,0.12497524752475248,large
train,forged,24606,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24606.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24606.npy,512,512,262144,"[0, 1]",2,2208,0.0084228515625,small
train,forged,24615,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24615.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24615.npy,256,320,81920,"[0, 1]",2,296,0.00361328125,small
train,forged,24635,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24635.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24635.npy,268,297,79596,"[0, 1]",2,818,0.01027689833659983,medium
train,forged,24654,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24654.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24654.npy,360,360,129600,"[0, 1]",2,6198,0.047824074074074074,medium
train,forged,24676,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24676.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24676.npy,666,1000,666000,"[0, 1]",2,74244,0.11147747747747748,large
train,forged,24682,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24682.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24682.npy,1200,1600,1920000,"[0, 1]",2,8542,0.004448958333333333,small
train,forged,24686,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24686.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24686.npy,256,256,65536,"[0, 1]",2,194,0.002960205078125,small
train,forged,24696,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24696.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24696.npy,666,1000,666000,"[0, 1]",2,72872,0.10941741741741742,large
train,forged,24736,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24736.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24736.npy,256,256,65536,"[0, 1]",2,551,0.0084075927734375,small
train,forged,24749,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24749.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24749.npy,512,512,262144,"[0, 1]",2,27124,0.1034698486328125,large
train,forged,24755,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24755.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24755.npy,80,1259,100720,"[0, 1]",2,13338,0.13242652899126292,large
train,forged,2476,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2476.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2476.npy,256,256,65536,"[0, 1]",2,425,0.0064849853515625,small
train,forged,24770,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24770.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24770.npy,666,1000,666000,"[0, 1]",2,97384,0.14622222222222223,large
train,forged,24795,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24795.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24795.npy,256,256,65536,"[0, 1]",2,1626,0.024810791015625,medium
train,forged,24850,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24850.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24850.npy,1912,2568,4910016,"[0, 1]",2,265482,0.054069477574003835,large
train,forged,24867,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24867.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24867.npy,1200,1600,1920000,"[0, 1]",2,897,0.0004671875,tiny
train,forged,24894,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24894.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24894.npy,1256,1411,1772216,"[0, 1]",2,4118,0.0023236445218867228,small
train,forged,24912,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24912.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24912.npy,2592,3888,10077696,"[0, 1]",2,823889,0.08175370640273333,large
train,forged,24934,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24934.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24934.npy,256,256,65536,"[0, 1]",2,616,0.0093994140625,small
train,forged,24937,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24937.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24937.npy,1912,2568,4910016,"[0, 1]",2,60511,0.012323992426908589,medium
train,forged,24958,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24958.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24958.npy,1024,1024,1048576,"[0, 1]",2,40318,0.03845024108886719,medium
train,forged,24960,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24960.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24960.npy,666,1000,666000,"[0, 1]",2,46312,0.06953753753753754,large
train,forged,24980,/content/drive/MyDrive/Scientific Image Data/train_images/forged/24980.png,/content/drive/MyDrive/Scientific Image Data/train_masks/24980.npy,289,535,154615,"[0, 1]",2,7638,0.04940012288587783,medium
train,forged,25001,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25001.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25001.npy,3888,2592,10077696,"[0, 1]",2,599589,0.059496634945130314,large
train,forged,25003,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25003.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25003.npy,256,256,65536,"[0, 1]",2,300,0.00457763671875,small
train,forged,25022,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25022.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25022.npy,512,512,262144,"[0, 1]",2,628,0.0023956298828125,small
train,forged,2506,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2506.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2506.npy,666,1000,666000,"[0, 1]",2,40811,0.06127777777777778,large
train,forged,25064,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25064.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25064.npy,143,938,134134,"[0, 1]",2,65122,0.48549957505181385,large
train,forged,25067,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25067.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25067.npy,1200,1600,1920000,"[0, 1]",2,3839,0.0019994791666666668,small
train,forged,25124,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25124.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25124.npy,141,340,47940,"[0, 1]",2,1249,0.02605340008343763,medium
train,forged,25142,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25142.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25142.npy,256,256,65536,"[0, 1]",2,319,0.0048675537109375,small
train,forged,25245,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25245.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25245.npy,512,540,276480,"[0, 1]",2,14240,0.05150462962962963,large
train,forged,25285,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25285.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25285.npy,1302,1730,2252460,"[0, 1]",2,1182,0.0005247595961748488,tiny
train,forged,25311,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25311.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25311.npy,1028,1384,1422752,"[0, 1]",2,55751,0.03918532534131036,medium
train,forged,2534,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2534.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2534.npy,256,256,65536,"[0, 1]",2,269,0.0041046142578125,small
train,forged,25340,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25340.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25340.npy,520,696,361920,"[0, 1]",2,3590,0.009919319186560567,small
train,forged,25344,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25344.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25344.npy,361,448,161728,"[0, 1]",2,23914,0.1478655520379897,large
train,forged,25351,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25351.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25351.npy,1921,482,925922,"[0, 1]",2,26370,0.028479720754015996,medium
train,forged,25356,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25356.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25356.npy,512,686,351232,"[0, 1]",2,8870,0.025253963192419824,medium
train,forged,25388,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25388.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25388.npy,514,512,263168,"[0, 1]",2,31703,0.12046677407587549,large
train,forged,25390,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25390.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25390.npy,666,1000,666000,"[0, 1]",2,81468,0.12232432432432433,large
train,forged,25434,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25434.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25434.npy,96,416,39936,"[0, 1]",2,7770,0.19456129807692307,large
train,forged,25443,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25443.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25443.npy,512,512,262144,"[0, 1]",2,1754,0.00669097900390625,small
train,forged,25450,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25450.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25450.npy,520,696,361920,"[0, 1]",2,4889,0.013508510167992926,medium
train,forged,25458,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25458.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25458.npy,256,256,65536,"[0, 1]",2,204,0.00311279296875,small
train,forged,25472,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25472.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25472.npy,256,320,81920,"[0, 1]",2,690,0.0084228515625,small
train,forged,25486,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25486.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25486.npy,666,1000,666000,"[0, 1]",2,90450,0.1358108108108108,large
train,forged,25502,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25502.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25502.npy,545,620,337900,"[0, 1]",2,1438,0.004255696951760876,small
train,forged,25520,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25520.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25520.npy,256,256,65536,"[0, 1]",2,1930,0.029449462890625,medium
train,forged,25525,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25525.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25525.npy,440,570,250800,"[0, 1]",2,1035,0.004126794258373206,small
train,forged,25552,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25552.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25552.npy,3888,2592,10077696,"[0, 1]",2,431147,0.04278229865239039,medium
train,forged,25555,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25555.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25555.npy,256,256,65536,"[0, 1]",2,393,0.0059967041015625,small
train,forged,25570,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25570.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25570.npy,666,1000,666000,"[0, 1]",2,46152,0.06929729729729729,large
train,forged,25604,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25604.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25604.npy,512,526,269312,"[0, 1]",2,12010,0.04459511644486692,medium
train,forged,25638,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25638.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25638.npy,1024,1024,1048576,"[0, 1]",2,1688,0.00160980224609375,small
train,forged,25654,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25654.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25654.npy,1200,1600,1920000,"[0, 1]",2,5559,0.0028953125,small
train,forged,25715,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25715.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25715.npy,666,1000,666000,"[0, 1]",2,56746,0.0852042042042042,large
train,forged,25749,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25749.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25749.npy,360,360,129600,"[0, 1]",2,4894,0.03776234567901235,medium
train,forged,25764,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25764.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25764.npy,106,924,97944,"[0, 1]",2,4242,0.043310463121783875,medium
train,forged,2577,/content/drive/MyDrive/Scientific Image Data/train_images/forged/2577.png,/content/drive/MyDrive/Scientific Image Data/train_masks/2577.npy,512,685,350720,"[0, 1]",2,285,0.0008126140510948905,tiny
train,forged,25861,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25861.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25861.npy,512,519,265728,"[0, 1]",2,829,0.0031197314547206168,small
train,forged,25907,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25907.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25907.npy,512,519,265728,"[0, 1]",2,812,0.0030557562620423893,small
train,forged,25908,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25908.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25908.npy,711,560,398160,"[0, 1]",2,13330,0.03347900341571228,medium
train,forged,25957,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25957.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25957.npy,512,583,298496,"[0, 1]",2,581,0.0019464247427101202,small
train,forged,25981,/content/drive/MyDrive/Scientific Image Data/train_images/forged/25981.png,/content/drive/MyDrive/Scientific Image Data/train_masks/25981.npy,1200,1600,1920000,"[0, 1]",2,3931,0.0020473958333333334,small
train,forged,26015,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26015.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26015.npy,256,256,65536,"[0, 1]",2,317,0.0048370361328125,small
train,forged,26020,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26020.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26020.npy,169,526,88894,"[0, 1]",2,6840,0.07694557562940131,large
train,forged,26021,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26021.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26021.npy,393,275,108075,"[0, 1]",2,9800,0.09067777006708304,large
train,forged,26023,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26023.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26023.npy,512,514,263168,"[0, 1]",2,4639,0.01762752310311284,medium
train,forged,26035,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26035.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26035.npy,1200,1600,1920000,"[0, 1]",2,2317,0.0012067708333333333,small
train,forged,26049,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26049.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26049.npy,1200,1600,1920000,"[0, 1]",2,3568,0.0018583333333333334,small
train,forged,26119,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26119.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26119.npy,1200,1600,1920000,"[0, 1]",2,5891,0.0030682291666666666,small
train,forged,26121,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26121.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26121.npy,64,1192,76288,"[0, 1]",2,12818,0.16802118288590603,large
train,forged,26140,/content/drive/MyDrive/Scientific Image Data/train_images/forged/26140.png,/content/drive/MyDrive/Scientific Image Data/train_masks/26140.npy,1024,1024,1048576,"[0, 1]",2,7699,0.007342338562011719,small
