sample_source,sample_type,sample_id,image_path,mask_path,image_height,image_width,mask_height,mask_width,image_aspect_ratio
train,authentic,20343,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20343.png,,121,128,,,1.0578512396694215
train,authentic,20379,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20379.png,,256,256,,,1.0
train,authentic,20391,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20391.png,,520,696,,,1.3384615384615384
train,authentic,20401,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20401.png,,666,1000,,,1.5015015015015014
train,authentic,20409,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20409.png,,256,256,,,1.0
train,authentic,20490,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20490.png,,520,696,,,1.3384615384615384
train,authentic,20498,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20498.png,,256,256,,,1.0
train,authentic,2050,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2050.png,,256,256,,,1.0
train,authentic,20507,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20507.png,,340,494,,,1.4529411764705882
train,authentic,20518,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20518.png,,161,110,,,0.6832298136645962
train,authentic,20541,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20541.png,,1024,1280,,,1.25
train,authentic,20569,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20569.png,,1912,2568,,,1.3430962343096233
train,authentic,20578,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20578.png,,1200,1600,,,1.3333333333333333
train,authentic,20587,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20587.png,,666,1000,,,1.5015015015015014
train,authentic,2064,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2064.png,,194,887,,,4.572164948453608
train,authentic,20645,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20645.png,,512,598,,,1.16796875
train,authentic,20662,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20662.png,,1912,2568,,,1.3430962343096233
train,authentic,20736,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20736.png,,256,256,,,1.0
train,authentic,20749,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20749.png,,185,350,,,1.8918918918918919
train,authentic,20751,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20751.png,,256,256,,,1.0
train,authentic,20752,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20752.png,,256,256,,,1.0
train,authentic,20753,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20753.png,,119,562,,,4.722689075630252
train,authentic,20755,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20755.png,,1024,1024,,,1.0
train,authentic,20764,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20764.png,,512,523,,,1.021484375
train,authentic,20768,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20768.png,,110,724,,,6.581818181818182
train,authentic,20795,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20795.png,,666,1000,,,1.5015015015015014
train,authentic,20800,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20800.png,,273,1615,,,5.915750915750916
train,authentic,20816,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20816.png,,174,183,,,1.0517241379310345
train,authentic,20828,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20828.png,,308,1305,,,4.237012987012987
train,authentic,2083,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2083.png,,666,1000,,,1.5015015015015014
train,authentic,20833,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20833.png,,132,1325,,,10.037878787878787
train,authentic,20850,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20850.png,,520,696,,,1.3384615384615384
train,authentic,2087,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2087.png,,601,560,,,0.9317803660565723
train,authentic,209,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/209.png,,1501,233,,,0.1552298467688208
train,authentic,20920,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20920.png,,1200,1600,,,1.3333333333333333
train,authentic,20985,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/20985.png,,199,1346,,,6.763819095477387
train,authentic,210,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/210.png,,666,1000,,,1.5015015015015014
train,authentic,21004,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21004.png,,1200,1600,,,1.3333333333333333
train,authentic,21014,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21014.png,,256,256,,,1.0
train,authentic,21095,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21095.png,,256,320,,,1.25
train,authentic,21134,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21134.png,,1200,1600,,,1.3333333333333333
train,authentic,21202,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21202.png,,645,956,,,1.4821705426356588
train,authentic,21204,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21204.png,,887,878,,,0.9898534385569335
train,authentic,2121,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2121.png,,512,774,,,1.51171875
train,authentic,21213,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21213.png,,512,536,,,1.046875
train,authentic,21239,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21239.png,,319,403,,,1.2633228840125392
train,authentic,21253,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21253.png,,666,1000,,,1.5015015015015014
train,authentic,21264,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21264.png,,666,1000,,,1.5015015015015014
train,authentic,21266,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21266.png,,666,1000,,,1.5015015015015014
train,authentic,21331,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21331.png,,397,276,,,0.6952141057934509
train,authentic,21375,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21375.png,,256,256,,,1.0
train,authentic,21525,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21525.png,,520,696,,,1.3384615384615384
train,authentic,21540,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21540.png,,256,256,,,1.0
train,authentic,21562,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21562.png,,87,614,,,7.057471264367816
train,authentic,2164,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2164.png,,520,696,,,1.3384615384615384
train,authentic,21640,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21640.png,,256,256,,,1.0
train,authentic,21652,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21652.png,,170,1159,,,6.817647058823529
train,authentic,21671,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21671.png,,520,696,,,1.3384615384615384
train,authentic,21706,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21706.png,,666,1000,,,1.5015015015015014
train,authentic,21728,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21728.png,,101,610,,,6.03960396039604
train,authentic,21734,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21734.png,,512,640,,,1.25
train,authentic,21740,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21740.png,,339,794,,,2.342182890855457
train,authentic,21765,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21765.png,,1200,1600,,,1.3333333333333333
train,authentic,21770,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21770.png,,72,589,,,8.180555555555555
train,authentic,21773,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21773.png,,666,1000,,,1.5015015015015014
train,authentic,21809,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21809.png,,1912,2568,,,1.3430962343096233
train,authentic,21851,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21851.png,,360,360,,,1.0
train,authentic,21892,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21892.png,,666,1000,,,1.5015015015015014
train,authentic,21933,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21933.png,,1912,2568,,,1.3430962343096233
train,authentic,21946,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21946.png,,186,518,,,2.78494623655914
train,authentic,21968,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/21968.png,,256,320,,,1.25
train,authentic,22046,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22046.png,,256,320,,,1.25
train,authentic,22052,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22052.png,,666,1000,,,1.5015015015015014
train,authentic,22066,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22066.png,,666,1000,,,1.5015015015015014
train,authentic,22078,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22078.png,,1200,1600,,,1.3333333333333333
train,authentic,22141,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22141.png,,1422,2162,,,1.520393811533052
train,authentic,22155,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22155.png,,666,1000,,,1.5015015015015014
train,authentic,22158,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22158.png,,1024,1280,,,1.25
train,authentic,22164,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22164.png,,360,360,,,1.0
train,authentic,22173,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22173.png,,360,360,,,1.0
train,authentic,22175,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22175.png,,1310,951,,,0.7259541984732825
train,authentic,22182,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22182.png,,512,518,,,1.01171875
train,authentic,22226,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22226.png,,256,256,,,1.0
train,authentic,22274,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22274.png,,1200,1600,,,1.3333333333333333
train,authentic,2228,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2228.png,,182,177,,,0.9725274725274725
train,authentic,22293,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22293.png,,512,579,,,1.130859375
train,authentic,22298,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22298.png,,2592,3888,,,1.5
train,authentic,2230,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2230.png,,479,283,,,0.5908141962421712
train,authentic,22323,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22323.png,,92,569,,,6.184782608695652
train,authentic,22337,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22337.png,,256,256,,,1.0
train,authentic,22346,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22346.png,,1200,1600,,,1.3333333333333333
train,authentic,22372,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22372.png,,498,246,,,0.4939759036144578
train,authentic,22416,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22416.png,,512,513,,,1.001953125
train,authentic,22430,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22430.png,,512,512,,,1.0
train,authentic,2249,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2249.png,,512,512,,,1.0
train,authentic,22507,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22507.png,,256,256,,,1.0
train,authentic,22524,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22524.png,,512,533,,,1.041015625
train,authentic,22565,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22565.png,,1912,2568,,,1.3430962343096233
train,authentic,22638,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22638.png,,144,794,,,5.513888888888889
train,authentic,22666,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22666.png,,512,640,,,1.25
train,authentic,22719,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22719.png,,512,512,,,1.0
train,authentic,22732,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22732.png,,100,609,,,6.09
train,authentic,22739,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22739.png,,1200,1600,,,1.3333333333333333
train,authentic,2275,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2275.png,,512,512,,,1.0
train,authentic,22751,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22751.png,,2592,3888,,,1.5
train,authentic,2276,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2276.png,,170,1127,,,6.629411764705883
train,authentic,22787,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22787.png,,666,1000,,,1.5015015015015014
train,authentic,22797,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22797.png,,199,192,,,0.964824120603015
train,authentic,22821,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22821.png,,515,512,,,0.9941747572815534
train,authentic,22834,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22834.png,,256,256,,,1.0
train,authentic,22864,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22864.png,,666,1000,,,1.5015015015015014
train,authentic,2290,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2290.png,,168,1641,,,9.767857142857142
train,authentic,22901,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22901.png,,115,662,,,5.756521739130434
train,authentic,22918,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22918.png,,666,1000,,,1.5015015015015014
train,authentic,22933,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22933.png,,256,320,,,1.25
train,authentic,22951,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22951.png,,1200,1600,,,1.3333333333333333
train,authentic,22959,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/22959.png,,512,512,,,1.0
train,authentic,230,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/230.png,,3888,2592,,,0.6666666666666666
train,authentic,23006,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23006.png,,666,1000,,,1.5015015015015014
train,authentic,23038,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23038.png,,961,1211,,,1.2601456815816858
train,authentic,2305,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2305.png,,666,1000,,,1.5015015015015014
train,authentic,23105,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23105.png,,89,820,,,9.213483146067416
train,authentic,23115,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23115.png,,666,1000,,,1.5015015015015014
train,authentic,23128,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23128.png,,512,823,,,1.607421875
train,authentic,23143,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23143.png,,2592,3888,,,1.5
train,authentic,23146,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23146.png,,666,1000,,,1.5015015015015014
train,authentic,23157,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23157.png,,520,696,,,1.3384615384615384
train,authentic,23175,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23175.png,,666,1000,,,1.5015015015015014
train,authentic,23223,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23223.png,,85,461,,,5.423529411764706
train,authentic,23236,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23236.png,,1028,1384,,,1.3463035019455254
train,authentic,23247,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23247.png,,1024,1024,,,1.0
train,authentic,23251,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23251.png,,512,690,,,1.34765625
train,authentic,2326,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2326.png,,649,884,,,1.362095531587057
train,authentic,2329,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2329.png,,1200,1600,,,1.3333333333333333
train,authentic,23357,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23357.png,,666,1000,,,1.5015015015015014
train,authentic,23391,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23391.png,,98,723,,,7.377551020408164
train,authentic,23398,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23398.png,,1200,1600,,,1.3333333333333333
train,authentic,23428,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23428.png,,256,256,,,1.0
train,authentic,23432,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23432.png,,256,320,,,1.25
train,authentic,23460,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23460.png,,344,1652,,,4.8023255813953485
train,authentic,23463,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23463.png,,2592,3888,,,1.5
train,authentic,23499,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23499.png,,666,1000,,,1.5015015015015014
train,authentic,23502,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23502.png,,512,638,,,1.24609375
train,authentic,23510,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23510.png,,666,1000,,,1.5015015015015014
train,authentic,23527,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23527.png,,666,1000,,,1.5015015015015014
train,authentic,2357,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2357.png,,187,1451,,,7.759358288770054
train,authentic,23636,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23636.png,,2592,3888,,,1.5
train,authentic,23665,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23665.png,,512,595,,,1.162109375
train,authentic,23726,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23726.png,,520,696,,,1.3384615384615384
train,authentic,23772,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23772.png,,157,1295,,,8.248407643312103
train,authentic,23818,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23818.png,,666,1000,,,1.5015015015015014
train,authentic,23860,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23860.png,,256,320,,,1.25
train,authentic,23868,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23868.png,,262,2225,,,8.492366412213741
train,authentic,23904,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23904.png,,666,1000,,,1.5015015015015014
train,authentic,23930,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23930.png,,512,683,,,1.333984375
train,authentic,23976,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/23976.png,,512,514,,,1.00390625
train,authentic,24012,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24012.png,,512,697,,,1.361328125
train,authentic,24027,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24027.png,,1912,2568,,,1.3430962343096233
train,authentic,24029,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24029.png,,1200,1600,,,1.3333333333333333
train,authentic,24032,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24032.png,,1200,1600,,,1.3333333333333333
train,authentic,24043,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24043.png,,512,744,,,1.453125
train,authentic,24097,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24097.png,,256,256,,,1.0
train,authentic,24135,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24135.png,,1200,1600,,,1.3333333333333333
train,authentic,24147,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24147.png,,135,616,,,4.562962962962963
train,authentic,24193,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24193.png,,1678,1463,,,0.8718712753277712
train,authentic,24201,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24201.png,,1200,1600,,,1.3333333333333333
train,authentic,24218,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24218.png,,512,640,,,1.25
train,authentic,24268,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24268.png,,256,256,,,1.0
train,authentic,2430,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2430.png,,98,736,,,7.510204081632653
train,authentic,24332,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24332.png,,100,428,,,4.28
train,authentic,24336,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24336.png,,128,653,,,5.1015625
train,authentic,24348,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24348.png,,256,320,,,1.25
train,authentic,24351,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24351.png,,256,256,,,1.0
train,authentic,2436,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2436.png,,512,776,,,1.515625
train,authentic,24381,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24381.png,,256,320,,,1.25
train,authentic,24386,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24386.png,,264,241,,,0.9128787878787878
train,authentic,24402,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24402.png,,666,1000,,,1.5015015015015014
train,authentic,24473,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24473.png,,513,512,,,0.9980506822612085
train,authentic,24482,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24482.png,,666,1000,,,1.5015015015015014
train,authentic,2450,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2450.png,,3888,2592,,,0.6666666666666666
train,authentic,24505,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24505.png,,512,738,,,1.44140625
train,authentic,24554,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24554.png,,256,320,,,1.25
train,authentic,24555,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24555.png,,512,565,,,1.103515625
train,authentic,24578,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24578.png,,665,332,,,0.4992481203007519
train,authentic,24600,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24600.png,,100,808,,,8.08
train,authentic,24606,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24606.png,,512,512,,,1.0
train,authentic,24615,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24615.png,,256,320,,,1.25
train,authentic,24635,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24635.png,,268,297,,,1.1082089552238805
train,authentic,24654,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24654.png,,360,360,,,1.0
train,authentic,24676,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24676.png,,666,1000,,,1.5015015015015014
train,authentic,24682,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24682.png,,1200,1600,,,1.3333333333333333
train,authentic,24686,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24686.png,,256,256,,,1.0
train,authentic,24696,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24696.png,,666,1000,,,1.5015015015015014
train,authentic,24736,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24736.png,,256,256,,,1.0
train,authentic,24749,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24749.png,,512,512,,,1.0
train,authentic,24755,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24755.png,,80,1259,,,15.7375
train,authentic,2476,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2476.png,,256,256,,,1.0
train,authentic,24770,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24770.png,,666,1000,,,1.5015015015015014
train,authentic,24795,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24795.png,,256,256,,,1.0
train,authentic,24867,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24867.png,,1200,1600,,,1.3333333333333333
train,authentic,24894,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24894.png,,1256,1411,,,1.1234076433121019
train,authentic,24912,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24912.png,,2592,3888,,,1.5
train,authentic,24934,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24934.png,,256,256,,,1.0
train,authentic,24937,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24937.png,,1912,2568,,,1.3430962343096233
train,authentic,24960,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24960.png,,666,1000,,,1.5015015015015014
train,authentic,24980,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/24980.png,,289,535,,,1.8512110726643598
train,authentic,25001,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25001.png,,3888,2592,,,0.6666666666666666
train,authentic,25003,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25003.png,,256,256,,,1.0
train,authentic,25022,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25022.png,,512,512,,,1.0
train,authentic,2506,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2506.png,,666,1000,,,1.5015015015015014
train,authentic,25064,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25064.png,,143,938,,,6.559440559440559
train,authentic,25067,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25067.png,,1200,1600,,,1.3333333333333333
train,authentic,25124,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25124.png,,141,340,,,2.4113475177304964
train,authentic,25142,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25142.png,,256,256,,,1.0
train,authentic,25245,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25245.png,,512,540,,,1.0546875
train,authentic,25285,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25285.png,,1302,1730,,,1.3287250384024578
train,authentic,25311,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25311.png,,1028,1384,,,1.3463035019455254
train,authentic,2534,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2534.png,,256,256,,,1.0
train,authentic,25340,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25340.png,,520,696,,,1.3384615384615384
train,authentic,25344,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25344.png,,361,448,,,1.2409972299168974
train,authentic,25351,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25351.png,,1921,482,,,0.2509109838625716
train,authentic,25356,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25356.png,,512,686,,,1.33984375
train,authentic,25388,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25388.png,,514,512,,,0.9961089494163424
train,authentic,25390,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25390.png,,666,1000,,,1.5015015015015014
train,authentic,25443,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25443.png,,512,512,,,1.0
train,authentic,25450,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25450.png,,520,696,,,1.3384615384615384
train,authentic,25458,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25458.png,,256,256,,,1.0
train,authentic,25472,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25472.png,,256,320,,,1.25
train,authentic,25486,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25486.png,,666,1000,,,1.5015015015015014
train,authentic,25502,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25502.png,,545,620,,,1.1376146788990826
train,authentic,25525,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25525.png,,440,570,,,1.2954545454545454
train,authentic,25552,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25552.png,,3888,2592,,,0.6666666666666666
train,authentic,25555,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25555.png,,256,256,,,1.0
train,authentic,25570,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25570.png,,666,1000,,,1.5015015015015014
train,authentic,25638,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25638.png,,1024,1024,,,1.0
train,authentic,25654,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25654.png,,1200,1600,,,1.3333333333333333
train,authentic,25715,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25715.png,,666,1000,,,1.5015015015015014
train,authentic,25749,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25749.png,,360,360,,,1.0
train,authentic,25764,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25764.png,,106,924,,,8.716981132075471
train,authentic,2577,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/2577.png,,512,685,,,1.337890625
train,authentic,25861,/content/drive/MyDrive/Scientific Image Data/train_images/authentic/25861.png,,512,519,,,1.013671875
